Player,National Team,No.,Pos.,Date of birth (age),Caps,Goals,Club,Club Origin,World Cup start date
Iker Casillas,Spain,1,GK, (1981-05-20),13,,Real Madrid,Spain,2002-05-31
Curro Torres,Spain,2,DF, (1976-12-27),4,,Valencia,Spain,2002-05-31
Juanfran,Spain,3,DF, (1976-07-15),7,,Celta Vigo,Spain,2002-05-31
Iván Helguera,Spain,4,MF, (1975-03-18),22,,Real Madrid,Spain,2002-05-31
Carles Puyol,Spain,5,DF, (1978-04-13),8,,Barcelona,Spain,2002-05-31
Fernando Hierro (c),Spain,6,DF, (1968-03-23),85,,Real Madrid,Spain,2002-05-31
Raúl,Spain,7,FW, (1977-06-27),51,,Real Madrid,Spain,2002-05-31
Rubén Baraja,Spain,8,MF, (1975-07-11),9,,Valencia,Spain,2002-05-31
Fernando Morientes,Spain,9,FW, (1976-04-05),19,,Real Madrid,Spain,2002-05-31
Diego Tristán,Spain,10,FW, (1976-01-05),7,,Deportivo La Coruña,Spain,2002-05-31
Javier de Pedro,Spain,11,MF, (1973-08-04),5,,Real Sociedad,Spain,2002-05-31
Albert Luque,Spain,12,FW, (1978-03-11),0,,Mallorca,Spain,2002-05-31
Ricardo,Spain,13,GK, (1971-12-30),1,,Valladolid,Spain,2002-05-31
David Albelda,Spain,14,MF, (1977-09-01),2,,Valencia,Spain,2002-05-31
Enrique Romero,Spain,15,DF, (1971-06-23),3,,Deportivo La Coruña,Spain,2002-05-31
Gaizka Mendieta,Spain,16,MF, (1974-03-27),32,,Lazio,Italy,2002-05-31
Juan Carlos Valerón,Spain,17,MF, (1975-06-17),20,,Deportivo La Coruña,Spain,2002-05-31
Sergio,Spain,18,MF, (1976-11-10),5,,Deportivo La Coruña,Spain,2002-05-31
Xavi,Spain,19,MF, (1980-01-25),3,,Barcelona,Spain,2002-05-31
Miguel Ángel Nadal,Spain,20,DF, (1966-07-28),59,,Mallorca,Spain,2002-05-31
Luis Enrique,Spain,21,MF, (1970-05-08),57,,Barcelona,Spain,2002-05-31
Joaquín,Spain,22,MF, (1981-07-21),3,,Real Betis,Spain,2002-05-31
Pedro Contreras,Spain,23,GK, (1972-01-07),0,,Málaga,Spain,2002-05-31
