Player,National Team,No.,Pos.,Date of birth (age),Caps,Goals,Club,Club Origin,World Cup start date
Shay Given,Republic of Ireland,1,GK, (1976-04-20),39,,Newcastle United,England,2002-05-31
Steve Finnan,Republic of Ireland,2,DF, (1976-04-24),13,,Fulham,England,2002-05-31
Ian Harte,Republic of Ireland,3,DF, (1977-08-31),40,,Leeds United,England,2002-05-31
Kenny Cunningham,Republic of Ireland,4,DF, (1971-06-28),38,,Wimbledon,England,2002-05-31
Steve Staunton (c),Republic of Ireland,5,DF, (1969-01-19),98,,Aston Villa,England,2002-05-31
Roy Keane,Republic of Ireland,6,MF, (1971-08-10),58,,Manchester United,England,2002-05-31
Jason McAteer,Republic of Ireland,7,MF, (1971-06-18),47,,Sunderland,England,2002-05-31
Matt Holland,Republic of Ireland,8,MF, (1974-04-11),19,,Ipswich Town,England,2002-05-31
Damien Duff,Republic of Ireland,9,MF, (1979-03-02),26,,Blackburn Rovers,England,2002-05-31
Robbie Keane,Republic of Ireland,10,FW, (1980-07-08),33,,Leeds United,England,2002-05-31
Kevin Kilbane,Republic of Ireland,11,MF, (1977-02-01),31,,Sunderland,England,2002-05-31
Mark Kinsella,Republic of Ireland,12,MF, (1972-08-12),28,,Charlton Athletic,England,2002-05-31
David Connolly,Republic of Ireland,13,FW, (1977-06-06),33,,Wimbledon,England,2002-05-31
Gary Breen,Republic of Ireland,14,DF, (1973-12-12),43,,Coventry City,England,2002-05-31
Richard Dunne,Republic of Ireland,15,DF, (1979-09-21),14,,Manchester City,England,2002-05-31
Dean Kiely,Republic of Ireland,16,GK, (1970-10-10),6,,Charlton Athletic,England,2002-05-31
Niall Quinn,Republic of Ireland,17,FW, (1966-10-06),88,,Sunderland,England,2002-05-31
Gary Kelly,Republic of Ireland,18,DF, (1974-07-09),46,,Leeds United,England,2002-05-31
Clinton Morrison,Republic of Ireland,19,FW, (1979-05-14),7,,Crystal Palace,England,2002-05-31
Andrew O'Brien,Republic of Ireland,20,DF, (1979-06-29),5,,Newcastle United,England,2002-05-31
Steven Reid,Republic of Ireland,21,MF, (1981-03-10),5,,Millwall,England,2002-05-31
Lee Carsley,Republic of Ireland,22,MF, (1974-02-28),19,,Everton,England,2002-05-31
Alan Kelly,Republic of Ireland,23,GK, (1968-08-11),34,,Blackburn Rovers,England,2002-05-31
