Player,National Team,No.,Pos.,Date of birth (age),Caps,Goals,Club,Club Origin,World Cup start date
Germán Burgos,Argentina,1,GK, (1969-04-16),35,,Atlético Madrid,Spain,2002-05-31
Roberto Ayala,Argentina,2,DF, (1973-04-14),74,,Valencia,Spain,2002-05-31
Juan Pablo Sorín,Argentina,3,DF, (1976-05-05),35,,Cruzeiro,Brazil,2002-05-31
Mauricio Pochettino,Argentina,4,DF, (1972-03-02),16,,Paris Saint-Germain,France,2002-05-31
Matías Almeyda,Argentina,5,MF, (1973-12-21),33,,Parma,Italy,2002-05-31
Walter Samuel,Argentina,6,DF, (1978-03-23),30,,Roma,Italy,2002-05-31
Claudio López,Argentina,7,FW, (1974-07-17),49,,Lazio,Italy,2002-05-31
Javier Zanetti,Argentina,8,DF, (1973-08-10),66,,Inter Milan,Italy,2002-05-31
Gabriel Batistuta (c),Argentina,9,FW, (1969-02-01),75,,Roma,Italy,2002-05-31
Ariel Ortega,Argentina,10,MF, (1974-03-04),81,,River Plate,Argentina,2002-05-31
Juan Sebastián Verón,Argentina,11,MF, (1975-03-09),47,,Manchester United,England,2002-05-31
Pablo Cavallero,Argentina,12,GK, (1974-04-13),8,,Celta Vigo,Spain,2002-05-31
Diego Placente,Argentina,13,DF, (1977-04-24),6,,Bayer Leverkusen,Germany,2002-05-31
Diego Simeone,Argentina,14,MF, (1970-04-28),104,,Lazio,Italy,2002-05-31
Claudio Husaín,Argentina,15,MF, (1974-11-20),14,,River Plate,Argentina,2002-05-31
Pablo Aimar,Argentina,16,MF, (1979-11-03),18,,Valencia,Spain,2002-05-31
Gustavo López,Argentina,17,MF, (1973-04-13),31,,Celta Vigo,Spain,2002-05-31
Kily González,Argentina,18,MF, (1974-08-04),30,,Valencia,Spain,2002-05-31
Hernán Crespo,Argentina,19,FW, (1975-07-05),33,,Lazio,Italy,2002-05-31
Marcelo Gallardo,Argentina,20,MF, (1976-01-18),42,,Monaco,France,2002-05-31
Claudio Caniggia,Argentina,21,FW, (1967-01-09),50,,Rangers,Scotland,2002-05-31
José Chamot,Argentina,22,DF, (1969-05-17),42,,Milan,Italy,2002-05-31
Roberto Bonano,Argentina,23,GK, (1970-01-24),13,,Barcelona,Spain,2002-05-31
