Player,National Team,No.,Pos.,Date of birth (age),Caps,Goals,Club,Club Origin,World Cup start date
Geert De Vlieger,Belgium,1,GK, (1971-10-16),25,,Willem II,Netherlands,2002-05-31
Eric Deflandre,Belgium,2,DF, (1973-08-02),41,,Lyon,France,2002-05-31
Glen De Boeck,Belgium,3,DF, (1971-08-22),33,,Anderlecht,Belgium,2002-05-31
Eric Van Meir,Belgium,4,DF, (1968-02-28),32,,Standard Liège,Belgium,2002-05-31
Nico Van Kerckhoven,Belgium,5,DF, (1970-12-14),40,,Schalke 04,Germany,2002-05-31
Timmy Simons,Belgium,6,MF, (1976-12-11),12,,Club Brugge,Belgium,2002-05-31
Marc Wilmots (c),Belgium,7,FW, (1969-02-22),66,,Schalke 04,Germany,2002-05-31
Bart Goor,Belgium,8,MF, (1973-04-09),38,,Hertha BSC,Germany,2002-05-31
Wesley Sonck,Belgium,9,FW, (1978-08-09),12,,Genk,Belgium,2002-05-31
Johan Walem,Belgium,10,MF, (1972-02-01),33,,Standard Liège,Belgium,2002-05-31
Gert Verheyen,Belgium,11,FW, (1970-09-20),46,,Club Brugge,Belgium,2002-05-31
Peter Van der Heyden,Belgium,12,DF, (1976-07-16),4,,Club Brugge,Belgium,2002-05-31
Franky Vandendriessche,Belgium,13,GK, (1971-04-07),0,,Mouscron,Belgium,2002-05-31
Sven Vermant,Belgium,14,MF, (1973-04-04),12,,Schalke 04,Germany,2002-05-31
Jacky Peeters,Belgium,15,DF, (1969-12-13),13,,Gent,Belgium,2002-05-31
Daniel Van Buyten,Belgium,16,DF, (1978-02-07),7,,Marseille,France,2002-05-31
Gaëtan Englebert,Belgium,17,MF, (1976-06-11),4,,Club Brugge,Belgium,2002-05-31
Yves Vanderhaeghe,Belgium,18,MF, (1970-01-30),30,,Anderlecht,Belgium,2002-05-31
Bernd Thijs,Belgium,19,MF, (1978-06-28),2,,Genk,Belgium,2002-05-31
Branko Strupar,Belgium,20,FW, (1970-02-09),14,,Derby County,England,2002-05-31
Danny Boffin,Belgium,21,MF, (1965-07-10),52,,Sint-Truiden,Belgium,2002-05-31
Mbo Mpenza,Belgium,22,FW, (1976-12-04),26,,Mouscron,Belgium,2002-05-31
Frédéric Herpoel,Belgium,23,GK, (1974-08-16),7,,Gent,Belgium,2002-05-31
