Player,National Team,No.,Pos.,Date of birth (age),Caps,Goals,Club,Club Origin,World Cup start date
Oliver Kahn (c),Germany,1,GK, (1969-06-15),45,,Bayern Munich,Germany,2002-05-31
Thomas Linke,Germany,2,DF, (1969-12-26),34,,Bayern Munich,Germany,2002-05-31
Marko Rehmer,Germany,3,DF, (1972-04-29),27,,Hertha BSC,Germany,2002-05-31
Frank Baumann,Germany,4,DF, (1975-10-29),11,,Werder Bremen,Germany,2002-05-31
Carsten Ramelow,Germany,5,MF, (1974-03-20),25,,Bayer Leverkusen,Germany,2002-05-31
Christian Ziege,Germany,6,DF, (1972-02-01),66,,Tottenham Hotspur,England,2002-05-31
Oliver Neuville,Germany,7,FW, (1973-05-01),30,,Bayer Leverkusen,Germany,2002-05-31
Dietmar Hamann,Germany,8,MF, (1973-08-27),40,,Liverpool,England,2002-05-31
Carsten Jancker,Germany,9,FW, (1974-08-28),26,,Bayern Munich,Germany,2002-05-31
Lars Ricken,Germany,10,MF, (1976-07-10),16,,Borussia Dortmund,Germany,2002-05-31
Miroslav Klose,Germany,11,FW, (1978-06-09),12,,1. FC Kaiserslautern,Germany,2002-05-31
Jens Lehmann,Germany,12,GK, (1969-11-10),14,,Borussia Dortmund,Germany,2002-05-31
Michael Ballack,Germany,13,MF, (1976-09-26),22,,Bayer Leverkusen,Germany,2002-05-31
Gerald Asamoah,Germany,14,FW, (1978-10-03),11,,Schalke 04,Germany,2002-05-31
Sebastian Kehl,Germany,15,DF, (1980-02-13),8,,Borussia Dortmund,Germany,2002-05-31
Jens Jeremies,Germany,16,MF, (1974-03-05),33,,Bayern Munich,Germany,2002-05-31
Marco Bode,Germany,17,MF, (1969-07-23),34,,Werder Bremen,Germany,2002-05-31
Jörg Böhme,Germany,18,MF, (1974-01-22),6,,Schalke 04,Germany,2002-05-31
Bernd Schneider,Germany,19,MF, (1973-11-17),9,,Bayer Leverkusen,Germany,2002-05-31
Oliver Bierhoff,Germany,20,FW, (1968-05-01),65,,Monaco,France,2002-05-31
Christoph Metzelder,Germany,21,DF, (1980-11-05),6,,Borussia Dortmund,Germany,2002-05-31
Torsten Frings,Germany,22,MF, (1976-11-22),8,,Werder Bremen,Germany,2002-05-31
Hans-Jörg Butt,Germany,23,GK, (1974-05-28),2,,Bayer Leverkusen,Germany,2002-05-31
