Player,National Team,No.,Pos.,Date of birth (age),Caps,Goals,Club,Club Origin,World Cup start date
Erick Lonnis (c),Costa Rica,1,GK, (1965-09-09),74,,Saprissa,Costa Rica,2002-05-31
Jervis Drummond,Costa Rica,2,DF, (1976-09-08),38,,Saprissa,Costa Rica,2002-05-31
Luis Marín,Costa Rica,3,DF, (1974-08-10),74,,Alajuelense,Costa Rica,2002-05-31
Mauricio Wright,Costa Rica,4,DF, (1970-12-20),40,,Herediano,Costa Rica,2002-05-31
Gilberto Martínez,Costa Rica,5,DF, (1979-10-01),27,,Saprissa,Costa Rica,2002-05-31
Wílmer López,Costa Rica,6,MF, (1971-03-08),68,,Alajuelense,Costa Rica,2002-05-31
Rolando Fonseca,Costa Rica,7,FW, (1974-06-06),79,,Alajuelense,Costa Rica,2002-05-31
Mauricio Solís,Costa Rica,8,MF, (1972-12-13),84,,Alajuelense,Costa Rica,2002-05-31
Paulo Wanchope,Costa Rica,9,FW, (1976-07-31),48,,Manchester City,England,2002-05-31
Walter Centeno,Costa Rica,10,MF, (1974-10-06),49,,Saprissa,Costa Rica,2002-05-31
Rónald Gómez,Costa Rica,11,FW, (1975-01-24),53,,OFI Crete,Greece,2002-05-31
Winston Parks,Costa Rica,12,FW, (1981-10-12),3,,Udinese,Italy,2002-05-31
Daniel Vallejos,Costa Rica,13,DF, (1981-05-27),2,,Herediano,Costa Rica,2002-05-31
Juan José Rodríguez,Costa Rica,14,DF, (1967-06-23),2,,San Carlos,Costa Rica,2002-05-31
Harold Wallace,Costa Rica,15,DF, (1975-09-07),54,,Alajuelense,Costa Rica,2002-05-31
Steven Bryce,Costa Rica,16,FW, (1977-08-16),33,,Alajuelense,Costa Rica,2002-05-31
Hernán Medford,Costa Rica,17,MF, (1968-05-23),87,,Saprissa,Costa Rica,2002-05-31
Álvaro Mesén,Costa Rica,18,GK, (1972-12-24),16,,Alajuelense,Costa Rica,2002-05-31
Rodrigo Cordero,Costa Rica,19,MF, (1973-12-04),25,,Herediano,Costa Rica,2002-05-31
William Sunsing,Costa Rica,20,FW, (1977-05-12),23,,Herediano,Costa Rica,2002-05-31
Pablo Chinchilla,Costa Rica,21,DF, (1978-12-21),12,,Alajuelense,Costa Rica,2002-05-31
Carlos Castro,Costa Rica,22,DF, (1978-09-10),22,,Alajuelense,Costa Rica,2002-05-31
Lester Morgan,Costa Rica,23,GK, (1976-05-02),5,,Herediano,Costa Rica,2002-05-31
