Player,National Team,No.,Pos.,Date of birth (age),Caps,Goals,Club,Club Origin,World Cup start date
Ulrich Ramé,France,1,GK, (1972-09-19),11,,Bordeaux,France,2002-05-31
Vincent Candela,France,2,DF, (1973-10-24),36,,Roma,Italy,2002-05-31
Bixente Lizarazu,France,3,DF, (1969-12-09),74,,Bayern Munich,Germany,2002-05-31
Patrick Vieira,France,4,MF, (1976-06-23),52,,Arsenal,England,2002-05-31
Philippe Christanval,France,5,DF, (1978-08-31),4,,Barcelona,Spain,2002-05-31
Youri Djorkaeff,France,6,MF, (1968-03-09),79,,Bolton Wanderers,England,2002-05-31
Claude Makélélé,France,7,MF, (1973-02-18),14,,Real Madrid,Spain,2002-05-31
Marcel Desailly (c),France,8,DF, (1968-09-07),93,,Chelsea,England,2002-05-31
Djibril Cissé,France,9,FW, (1981-08-12),1,,Auxerre,France,2002-05-31
Zinedine Zidane,France,10,MF, (1972-06-23),73,,Real Madrid,Spain,2002-05-31
Sylvain Wiltord,France,11,FW, (1974-05-10),38,,Arsenal,England,2002-05-31
Thierry Henry,France,12,FW, (1977-08-17),35,,Arsenal,England,2002-05-31
Mikaël Silvestre,France,13,DF, (1977-08-09),10,,Manchester United,England,2002-05-31
Alain Boghossian,France,14,MF, (1970-10-27),26,,Parma,Italy,2002-05-31
Lilian Thuram,France,15,DF, (1972-01-01),73,,Juventus,Italy,2002-05-31
Fabien Barthez,France,16,GK, (1971-06-28),47,,Manchester United,England,2002-05-31
Emmanuel Petit,France,17,MF, (1970-09-22),57,,Chelsea,England,2002-05-31
Frank Leboeuf,France,18,DF, (1968-01-22),47,,Marseille,France,2002-05-31
Willy Sagnol,France,19,DF, (1977-03-18),9,,Bayern Munich,Germany,2002-05-31
David Trezeguet,France,20,FW, (1977-10-15),36,,Juventus,Italy,2002-05-31
Christophe Dugarry,France,21,FW, (1972-03-24),51,,Bordeaux,France,2002-05-31
Johan Micoud,France,22,MF, (1973-07-24),14,,Parma,Italy,2002-05-31
Grégory Coupet,France,23,GK, (1972-12-31),1,,Lyon,France,2002-05-31
