Player,National Team,No.,Pos.,Date of birth (age),Caps,Goals,Club,Club Origin,World Cup start date
David Seaman,England,1,GK, (1963-09-19),68,,Arsenal,England,2002-05-31
Danny Mills,England,2,DF, (1977-05-18),7,,Leeds United,England,2002-05-31
Ashley Cole,England,3,DF, (1980-12-20),8,,Arsenal,England,2002-05-31
Trevor Sinclair,England,4,MF, (1973-03-02),5,,West Ham United,England,2002-05-31
Rio Ferdinand,England,5,DF, (1978-11-07),21,,Leeds United,England,2002-05-31
Sol Campbell,England,6,DF, (1974-09-18),45,,Arsenal,England,2002-05-31
David Beckham (c),England,7,MF, (1975-05-02),49,,Manchester United,England,2002-05-31
Paul Scholes,England,8,MF, (1974-11-16),43,,Manchester United,England,2002-05-31
Robbie Fowler,England,9,FW, (1975-04-09),24,,Leeds United,England,2002-05-31
Michael Owen,England,10,FW, (1979-12-14),35,,Liverpool,England,2002-05-31
Emile Heskey,England,11,FW, (1978-01-11),23,,Liverpool,England,2002-05-31
Wes Brown,England,12,DF, (1979-10-13),6,,Manchester United,England,2002-05-31
Nigel Martyn,England,13,GK, (1966-08-11),22,,Leeds United,England,2002-05-31
Wayne Bridge,England,14,DF, (1980-08-05),5,,Southampton,England,2002-05-31
Martin Keown,England,15,DF, (1966-07-24),42,,Arsenal,England,2002-05-31
Gareth Southgate,England,16,DF, (1970-09-03),48,,Middlesbrough,England,2002-05-31
Teddy Sheringham,England,17,FW, (1966-04-02),46,,Tottenham Hotspur,England,2002-05-31
Owen Hargreaves,England,18,MF, (1981-01-20),6,,Bayern Munich,Germany,2002-05-31
Joe Cole,England,19,MF, (1981-11-08),6,,West Ham United,England,2002-05-31
Darius Vassell,England,20,FW, (1980-06-13),5,,Aston Villa,England,2002-05-31
Nicky Butt,England,21,MF, (1975-01-21),18,,Manchester United,England,2002-05-31
David James,England,22,GK, (1970-08-01),9,,West Ham United,England,2002-05-31
Kieron Dyer,England,23,MF, (1978-12-29),9,,Newcastle United,England,2002-05-31
