Player,National Team,No.,Pos.,Date of birth (age),Caps,Goals,Club,Club Origin,World Cup start date
Vítor Baía,Portugal,1,GK, (1969-10-15),75,,Porto,Portugal,2002-05-31
Jorge Costa,Portugal,2,DF, (1971-10-14),46,,Porto,Portugal,2002-05-31
Abel Xavier,Portugal,3,DF, (1972-11-30),18,,Liverpool,England,2002-05-31
Marco Caneira,Portugal,4,DF, (1979-02-09),1,,Benfica,Portugal,2002-05-31
Fernando Couto (c),Portugal,5,DF, (1969-08-02),82,,Lazio,Italy,2002-05-31
Paulo Sousa,Portugal,6,MF, (1970-08-30),50,,Espanyol,Spain,2002-05-31
Luís Figo,Portugal,7,MF, (1972-11-04),81,,Real Madrid,Spain,2002-05-31
João Pinto,Portugal,8,FW, (1971-08-19),77,,Sporting CP,Portugal,2002-05-31
Pauleta,Portugal,9,FW, (1973-04-28),33,,Bordeaux,France,2002-05-31
Rui Costa,Portugal,10,MF, (1972-03-29),67,,Milan,Italy,2002-05-31
Sérgio Conceição,Portugal,11,MF, (1974-11-15),41,,Inter Milan,Italy,2002-05-31
Hugo Viana,Portugal,12,MF, (1983-01-15),4,,Sporting CP,Portugal,2002-05-31
Jorge Andrade,Portugal,13,DF, (1978-04-09),5,,Porto,Portugal,2002-05-31
Pedro Barbosa,Portugal,14,MF, (1970-08-06),21,,Sporting CP,Portugal,2002-05-31
Nélson Pereira,Portugal,15,GK, (1975-10-20),1,,Sporting CP,Portugal,2002-05-31
Ricardo,Portugal,16,GK, (1976-02-11),10,,Boavista,Portugal,2002-05-31
Paulo Bento,Portugal,17,MF, (1969-06-20),31,,Sporting CP,Portugal,2002-05-31
Nuno Frechaut,Portugal,18,DF, (1977-09-24),9,,Boavista,Portugal,2002-05-31
Capucho,Portugal,19,MF, (1972-02-21),29,,Porto,Portugal,2002-05-31
Petit,Portugal,20,MF, (1976-09-25),9,,Boavista,Portugal,2002-05-31
Nuno Gomes,Portugal,21,FW, (1976-07-05),28,,Fiorentina,Italy,2002-05-31
Beto,Portugal,22,DF, (1976-05-03),16,,Sporting CP,Portugal,2002-05-31
Rui Jorge,Portugal,23,DF, (1973-03-27),20,,Sporting CP,Portugal,2002-05-31
