Player,National Team,No.,Pos.,Date of birth (age),Caps,Goals,Club,Club Origin,World Cup start date
Alioum Boukar,Cameroon,1,GK, (1972-01-03),46,,Samsunspor,Turkey,2002-05-31
Bill Tchato,Cameroon,2,DF, (1975-05-14),12,,Montpellier,France,2002-05-31
Pierre Womé,Cameroon,3,DF, (1979-03-26),46,,Bologna,Italy,2002-05-31
Rigobert Song (c),Cameroon,4,DF, (1976-07-01),59,,1. FC Köln,Germany,2002-05-31
Raymond Kalla,Cameroon,5,DF, (1975-04-22),47,,Extremadura,Spain,2002-05-31
Pierre Njanka,Cameroon,6,DF, (1975-03-15),31,,Strasbourg,France,2002-05-31
Joseph N'Do,Cameroon,7,MF, (1976-04-28),16,,Al-Khaleej,Saudi Arabia,2002-05-31
Geremi,Cameroon,8,DF, (1978-12-20),38,,Real Madrid,Spain,2002-05-31
Samuel Eto'o,Cameroon,9,FW, (1981-03-10),27,,Mallorca,Spain,2002-05-31
Patrick M'Boma,Cameroon,10,FW, (1970-11-15),42,,Sunderland,England,2002-05-31
Pius Ndiefi,Cameroon,11,FW, (1975-07-05),13,,Sedan,France,2002-05-31
Lauren,Cameroon,12,MF, (1977-01-19),15,,Arsenal,England,2002-05-31
Lucien Mettomo,Cameroon,13,DF, (1977-04-19),17,,Manchester City,England,2002-05-31
Joël Epalle,Cameroon,14,MF, (1978-02-20),22,,Panachaiki,Greece,2002-05-31
Nicolas Alnoudji,Cameroon,15,MF, (1979-12-09),15,,Rizespor,Turkey,2002-05-31
Jacques Songo'o,Cameroon,16,GK, (1964-03-17),66,,Metz,France,2002-05-31
Marc-Vivien Foé,Cameroon,17,MF, (1975-05-01),47,,Lyon,France,2002-05-31
Patrick Suffo,Cameroon,18,FW, (1978-01-17),18,,Sheffield United,England,2002-05-31
Eric Djemba-Djemba,Cameroon,19,MF, (1981-05-04),0,,Nantes,France,2002-05-31
Salomon Olembé,Cameroon,20,MF, (1980-12-08),39,,Marseille,France,2002-05-31
Joseph-Désiré Job,Cameroon,21,FW, (1977-12-01),34,,Metz,France,2002-05-31
Carlos Kameni,Cameroon,22,GK, (1984-02-18),1,,Le Havre,France,2002-05-31
Daniel Kome,Cameroon,23,MF, (1980-05-19),4,,Numancia,Spain,2002-05-31
