Player,National Team,No.,Pos.,Date of birth (age),Caps,Goals,Club,Club Origin,World Cup start date
Jack Reilly,Australia,1,GK, (1945-08-27),12,,Melbourne Hakoah,Australia,1974-06-13
Doug Utjesenovic,Australia,2,DF, (1946-10-08),20,,St George-Budapest,Australia,1974-06-13
Peter Wilson (c),Australia,3,DF, (1947-09-15),31,,Safeway United,Australia,1974-06-13
Manfred Schaefer,Australia,4,DF, (1943-02-12),46,,St George-Budapest,Australia,1974-06-13
Colin Curran,Australia,5,DF, (1947-08-21),12,,Western Suburbs,Australia,1974-06-13
Ray Richards,Australia,6,MF, (1946-05-18),28,,Marconi Fairfield,Australia,1974-06-13
Jimmy Rooney,Australia,7,MF, (1945-12-10),20,,APIA Leichhardt,Australia,1974-06-13
Jimmy Mackay,Australia,8,MF, (1943-12-19),28,,Sydney Hakoah,Australia,1974-06-13
Johnny Warren,Australia,9,MF, (1943-05-17),41,,St George-Budapest,Australia,1974-06-13
Garry Manuel,Australia,10,FW, (1950-02-20),4,,Pan-Hellenic,Australia,1974-06-13
Attila Abonyi,Australia,11,FW, (1946-08-16),39,,St George-Budapest,Australia,1974-06-13
Adrian Alston,Australia,12,FW, (1949-02-06),33,,Safeway United,Australia,1974-06-13
Peter Ollerton,Australia,13,MF, (1951-05-20),4,,APIA Leichhardt,Australia,1974-06-13
Max Tolson,Australia,14,MF, (1945-07-18),16,,Safeway United,Australia,1974-06-13
Harry Williams,Australia,15,DF, (1951-05-07),2,,St George-Budapest,Australia,1974-06-13
Ivo Rudic,Australia,16,DF, (1942-01-24),0,,Pan-Hellenic,Australia,1974-06-13
Dave Harding,Australia,17,DF, (1946-08-14),1,,Pan-Hellenic,Australia,1974-06-13
Johnny Watkiss,Australia,18,MF, (1941-03-28),23,,Sydney Hakoah,Australia,1974-06-13
Ernie Campbell,Australia,19,MF, (1949-10-20),8,,Marconi Fairfield,Australia,1974-06-13
Branko Buljevic,Australia,20,FW, (1947-09-06),19,,Footscray JUST,Australia,1974-06-13
Jim Milisavljevic,Australia,21,GK, (1951-04-15),0,,Footscray JUST,Australia,1974-06-13
Allan Maher,Australia,22,GK, (1950-07-21),0,,Sutherland Shire,Australia,1974-06-13
