Player,National Team,No.,Pos.,Date of birth (age),Caps,Goals,Club,Club Origin,World Cup start date
Leopoldo Vallejos,Chile,1,GK, (1944-07-16),13,,Unión Española,Chile,1974-06-13
Rolando García,Chile,2,DF, (1942-12-15),14,,Colo-Colo,Chile,1974-06-13
Alberto Quintano,Chile,3,DF, (1946-04-26),33,,Cruz Azul,Mexico,1974-06-13
Antonio Arias,Chile,4,DF, (1944-10-09),25,,Unión Española,Chile,1974-06-13
Elías Figueroa,Chile,5,DF, (1946-10-25),19,,Internacional,Brazil,1974-06-13
Juan Rodríguez,Chile,6,DF, (1944-01-16),24,,Atlético Español,Mexico,1974-06-13
Carlos Caszely,Chile,7,FW, (1950-07-05),20,,Levante,Spain,1974-06-13
Francisco Valdés (c),Chile,8,MF, (1943-03-19),44,,Colo-Colo,Chile,1974-06-13
Sergio Ahumada,Chile,9,FW, (1948-10-02),12,,Colo-Colo,Chile,1974-06-13
Carlos Reinoso,Chile,10,MF, (1945-03-07),25,,América,Mexico,1974-06-13
Leonardo Véliz,Chile,11,FW, (1945-09-03),18,,Colo-Colo,Chile,1974-06-13
Juan Machuca,Chile,12,DF, (1951-03-07),18,,Unión Española,Chile,1974-06-13
Rafael González,Chile,13,DF, (1950-04-24),10,,Colo-Colo,Chile,1974-06-13
Alfonso Lara,Chile,14,MF, (1946-04-27),27,,Colo-Colo,Chile,1974-06-13
Mario Galindo,Chile,15,DF, (1951-08-10),6,,Colo-Colo,Chile,1974-06-13
Guillermo Páez,Chile,16,MF, (1945-04-18),11,,Colo-Colo,Chile,1974-06-13
Guillermo Yávar,Chile,17,FW, (1943-03-26),24,,Universidad de Chile,Chile,1974-06-13
Jorge Socías,Chile,18,MF, (1951-10-06),2,,Universidad de Chile,Chile,1974-06-13
Rogelio Farías,Chile,19,MF, (1949-08-13),10,,Unión Española,Chile,1974-06-13
Osvaldo Castro,Chile,20,FW, (1947-04-14),24,,América,Mexico,1974-06-13
Juan Olivares,Chile,21,GK, (1941-02-20),32,,Unión Española,Chile,1974-06-13
Adolfo Nef,Chile,22,GK, (1946-01-18),26,,Colo-Colo,Chile,1974-06-13
