Player,National Team,No.,Pos.,Date of birth (age),Caps,Goals,Club,Club Origin,World Cup start date
Leão,Brazil,1,GK, (1949-07-11),19,,Palmeiras,Brazil,1974-06-13
Luís Pereira,Brazil,2,DF, (1949-06-21),15,,Palmeiras,Brazil,1974-06-13
Marinho Peres,Brazil,3,DF, (1947-03-19),5,,Santos,Brazil,1974-06-13
Zé Maria,Brazil,4,DF, (1949-05-18),28,,Corinthians,Brazil,1974-06-13
Piazza (c),Brazil,5,MF, (1943-02-25),44,,Cruzeiro,Brazil,1974-06-13
Marinho Chagas,Brazil,6,DF, (1952-02-08),9,,Botafogo,Brazil,1974-06-13
Jairzinho,Brazil,7,FW, (1944-12-25),73,,Botafogo,Brazil,1974-06-13
Leivinha,Brazil,8,MF, (1949-09-11),18,,Palmeiras,Brazil,1974-06-13
César,Brazil,9,FW, (1945-05-17),8,,Palmeiras,Brazil,1974-06-13
Rivellino,Brazil,10,MF, (1946-01-01),57,,Corinthians,Brazil,1974-06-13
Caju,Brazil,11,MF, (1949-06-16),43,,Flamengo,Brazil,1974-06-13
Renato,Brazil,12,GK, (1944-12-05),2,,Flamengo,Brazil,1974-06-13
Valdomiro,Brazil,13,FW, (1946-02-17),9,,Internacional,Brazil,1974-06-13
Nelinho,Brazil,14,DF, (1950-07-26),2,,Cruzeiro,Brazil,1974-06-13
Alfredo,Brazil,15,DF, (1946-10-18),1,,Palmeiras,Brazil,1974-06-13
Marco Antônio,Brazil,16,DF, (1951-02-06),27,,Fluminense,Brazil,1974-06-13
Carpegiani,Brazil,17,MF, (1949-02-07),5,,Internacional,Brazil,1974-06-13
Ademir da Guia,Brazil,18,MF, (1942-04-03),8,,Palmeiras,Brazil,1974-06-13
Mirandinha,Brazil,19,FW, (1952-02-26),3,,São Paulo,Brazil,1974-06-13
Edu,Brazil,20,FW, (1949-08-06),41,,Santos,Brazil,1974-06-13
Dirceu,Brazil,21,FW, (1952-06-15),4,,Botafogo,Brazil,1974-06-13
Waldir Peres,Brazil,22,GK, (1951-02-02),0,,São Paulo,Brazil,1974-06-13
