Player,National Team,No.,Pos.,Date of birth (age),Caps,Goals,Club,Club Origin,World Cup start date
Ronnie Hellström,Sweden,1,GK, (1949-02-21),38,,Hammarby IF,Sweden,1974-06-13
Jan Olsson,Sweden,2,DF, (1942-03-30),11,,Åtvidabergs FF,Sweden,1974-06-13
Kent Karlsson,Sweden,3,DF, (1945-11-25),10,,Åtvidabergs FF,Sweden,1974-06-13
Björn Nordqvist (c),Sweden,4,DF, (1942-10-06),73,,PSV,Netherlands,1974-06-13
Björn Andersson,Sweden,5,DF, (1951-07-20),10,,Östers IF,Sweden,1974-06-13
Ove Grahn,Sweden,6,MF, (1943-05-09),31,,Grasshopper,Switzerland,1974-06-13
Bo Larsson,Sweden,7,MF, (1944-05-05),59,,Malmö FF,Sweden,1974-06-13
Conny Torstensson,Sweden,8,MF, (1949-08-28),14,,Bayern Munich,West Germany,1974-06-13
Ove Kindvall,Sweden,9,FW, (1943-05-16),39,,IFK Norrköping,Sweden,1974-06-13
Ralf Edström,Sweden,10,FW, (1952-10-07),15,,PSV,Netherlands,1974-06-13
Roland Sandberg,Sweden,11,FW, (1946-12-16),20,,1. FC Kaiserslautern,West Germany,1974-06-13
Sven-Gunnar Larsson,Sweden,12,GK, (1940-05-10),27,,Örebro SK,Sweden,1974-06-13
Roland Grip,Sweden,13,DF, (1941-01-01),52,,IK Sirius,Sweden,1974-06-13
Staffan Tapper,Sweden,14,MF, (1948-07-10),15,,Malmö FF,Sweden,1974-06-13
Benno Magnusson,Sweden,15,MF, (1953-02-04),5,,1. FC Kaiserslautern,West Germany,1974-06-13
Inge Ejderstedt,Sweden,16,MF, (1946-12-24),20,,Östers IF,Sweden,1974-06-13
Göran Hagberg,Sweden,17,GK, (1947-11-08),1,,Östers IF,Sweden,1974-06-13
Jörgen Augustsson,Sweden,18,DF, (1952-10-28),0,,Åtvidabergs FF,Sweden,1974-06-13
Claes Cronqvist,Sweden,19,MF, (1944-10-15),14,,Landskrona BoIS,Sweden,1974-06-13
Sven Lindman,Sweden,20,MF, (1942-04-19),19,,Djurgårdens IF,Sweden,1974-06-13
Örjan Persson,Sweden,21,MF, (1942-08-27),46,,Örgryte IS,Sweden,1974-06-13
Thomas Ahlström,Sweden,22,MF, (1952-07-17),2,,IF Elfsborg,Sweden,1974-06-13
