Player,National Team,No.,Pos.,Date of birth (age),Caps,Goals,Club,Club Origin,World Cup start date
Edwin Villafuerte,Ecuador,1,GK, (1979-03-12),15,,Deportivo Quito,Ecuador,2006-06-09
Jorge Guagua,Ecuador,2,DF, (1981-09-28),18,,El Nacional,Ecuador,2006-06-09
Iván Hurtado (c),Ecuador,3,DF, (1974-08-16),130,,Al-Arabi,Qatar,2006-06-09
Ulises de la Cruz,Ecuador,4,DF, (1974-02-08),84,,Aston Villa,England,2006-06-09
José Luis Perlaza,Ecuador,5,DF, (1981-10-06),3,,Olmedo,Ecuador,2006-06-09
Patricio Urrutia,Ecuador,6,MF, (1978-10-15),6,,LDU Quito,Ecuador,2006-06-09
Christian Lara,Ecuador,7,MF, (1980-04-27),19,,El Nacional,Ecuador,2006-06-09
Edison Méndez,Ecuador,8,MF, (1979-03-16),64,,LDU Quito,Ecuador,2006-06-09
Félix Borja,Ecuador,9,FW, (1983-04-02),6,,El Nacional[2],Ecuador,2006-06-09
Iván Kaviedes,Ecuador,10,FW, (1977-10-24),44,,Argentinos Juniors,Argentina,2006-06-09
Agustín Delgado,Ecuador,11,FW, (1974-12-23),68,,LDU Quito,Ecuador,2006-06-09
Cristian Mora,Ecuador,12,GK, (1979-08-26),8,,LDU Quito,Ecuador,2006-06-09
Paúl Ambrosi,Ecuador,13,DF, (1980-10-14),24,,LDU Quito,Ecuador,2006-06-09
Segundo Castillo,Ecuador,14,MF, (1982-05-15),11,,El Nacional[3],Ecuador,2006-06-09
Marlon Ayoví,Ecuador,15,MF, (1971-09-27),74,,Deportivo Quito,Ecuador,2006-06-09
Antonio Valencia,Ecuador,16,MF, (1985-08-04),17,,Recreativo[4],Spain,2006-06-09
Giovanny Espinoza,Ecuador,17,DF, (1977-04-12),56,,LDU Quito,Ecuador,2006-06-09
Néicer Reasco,Ecuador,18,DF, (1977-07-23),31,,LDU Quito[5],Ecuador,2006-06-09
Luis Saritama,Ecuador,19,MF, (1983-10-20),15,,Deportivo Quito,Ecuador,2006-06-09
Edwin Tenorio,Ecuador,20,MF, (1976-06-16),68,,Barcelona SC,Ecuador,2006-06-09
Carlos Tenorio,Ecuador,21,FW, (1979-05-14),29,,Al Sadd,Qatar,2006-06-09
Damián Lanza,Ecuador,22,GK, (1982-04-10),5,,Aucas,Ecuador,2006-06-09
Christian Benítez,Ecuador,23,FW, (1986-05-01),5,,El Nacional,Ecuador,2006-06-09
