Player,National Team,No.,Pos.,Date of birth (age),Caps,Goals,Club,Club Origin,World Cup start date
Andreas Isaksson,Sweden,1,GK, (1981-10-03),39,,Rennes,France,2006-06-09
Mikael Nilsson,Sweden,2,DF, (1978-06-24),27,,Panathinaikos,Greece,2006-06-09
Olof Mellberg (c),Sweden,3,DF, (1977-09-03),64,,Aston Villa,England,2006-06-09
Teddy Lučić,Sweden,4,DF, (1973-04-15),81,,Häcken,Sweden,2006-06-09
Erik Edman,Sweden,5,DF, (1978-11-11),37,,Rennes,France,2006-06-09
Tobias Linderoth,Sweden,6,MF, (1979-04-21),58,,Copenhagen,Denmark,2006-06-09
Niclas Alexandersson,Sweden,7,MF, (1971-12-29),87,,IFK Göteborg,Sweden,2006-06-09
Anders Svensson,Sweden,8,MF, (1976-07-17),66,,Elfsborg,Sweden,2006-06-09
Freddie Ljungberg,Sweden,9,MF, (1977-04-16),57,,Arsenal,England,2006-06-09
Zlatan Ibrahimović,Sweden,10,FW, (1981-10-03),38,,Juventus,Italy,2006-06-09
Henrik Larsson,Sweden,11,FW, (1971-09-20),89,,Barcelona[20],Spain,2006-06-09
John Alvbåge,Sweden,12,GK, (1982-08-10),2,,Viborg,Denmark,2006-06-09
Petter Hansson,Sweden,13,DF, (1976-12-14),13,,Heerenveen,Netherlands,2006-06-09
Fredrik Stenman,Sweden,14,DF, (1983-06-02),1,,Bayer Leverkusen,Germany,2006-06-09
Karl Svensson,Sweden,15,DF, (1984-03-21),1,,IFK Göteborg[21],Sweden,2006-06-09
Kim Källström,Sweden,16,MF, (1982-08-24),34,,Rennes[22],France,2006-06-09
Johan Elmander,Sweden,17,FW, (1981-05-27),18,,Brøndby[23],Denmark,2006-06-09
Mattias Jonson,Sweden,18,MF, (1974-01-16),53,,Djurgården,Sweden,2006-06-09
Daniel Andersson,Sweden,19,MF, (1977-08-28),47,,Malmö FF,Sweden,2006-06-09
Marcus Allbäck,Sweden,20,FW, (1973-07-05),56,,Copenhagen,Denmark,2006-06-09
Christian Wilhelmsson,Sweden,21,MF, (1979-12-08),29,,Anderlecht,Belgium,2006-06-09
Markus Rosenberg,Sweden,22,FW, (1982-09-27),8,,Ajax,Netherlands,2006-06-09
Rami Shaaban,Sweden,23,GK, (1975-06-30),1,,Fredrikstad,Norway,2006-06-09
