Player,National Team,No.,Pos.,Date of birth (age),Caps,Goals,Club,Club Origin,World Cup start date
Álvaro Mesén,Costa Rica,1,GK, (1972-12-24),38,,Herediano,Costa Rica,2006-06-09
Jervis Drummond,Costa Rica,2,DF, (1976-09-08),56,,Saprissa,Costa Rica,2006-06-09
Luis Marín (c),Costa Rica,3,DF, (1974-08-10),120,,Alajuelense,Costa Rica,2006-06-09
Michael Umaña,Costa Rica,4,DF, (1982-07-16),18,,Brujas,Costa Rica,2006-06-09
Gilberto Martínez,Costa Rica,5,DF, (1979-10-01),57,,Brescia,Italy,2006-06-09
Danny Fonseca,Costa Rica,6,MF, (1979-11-07),22,,Cartaginés,Costa Rica,2006-06-09
Christian Bolaños,Costa Rica,7,MF, (1984-05-17),16,,Saprissa,Costa Rica,2006-06-09
Mauricio Solís,Costa Rica,8,MF, (1972-12-13),107,,Comunicaciones,Guatemala,2006-06-09
Paulo Wanchope,Costa Rica,9,FW, (1976-07-31),69,,Herediano,Costa Rica,2006-06-09
Walter Centeno,Costa Rica,10,MF, (1974-10-06),93,,Saprissa,Costa Rica,2006-06-09
Rónald Gómez,Costa Rica,11,FW, (1975-01-24),80,,Saprissa,Costa Rica,2006-06-09
Leonardo González,Costa Rica,12,DF, (1980-11-21),36,,Herediano,Costa Rica,2006-06-09
Kurt Bernard,Costa Rica,13,FW, (1977-08-08),3,,Puntarenas,Costa Rica,2006-06-09
Randall Azofeifa,Costa Rica,14,MF, (1984-12-30),5,,Saprissa,Costa Rica,2006-06-09
Harold Wallace,Costa Rica,15,DF, (1975-09-07),78,,Alajuelense,Costa Rica,2006-06-09
Carlos Hernández,Costa Rica,16,MF, (1982-04-09),17,,Alajuelense,Costa Rica,2006-06-09
Gabriel Badilla,Costa Rica,17,DF, (1984-06-30),7,,Saprissa,Costa Rica,2006-06-09
José Francisco Porras,Costa Rica,18,GK, (1970-11-08),16,,Saprissa,Costa Rica,2006-06-09
Álvaro Saborío,Costa Rica,19,FW, (1982-03-25),23,,Saprissa,Costa Rica,2006-06-09
Douglas Sequeira,Costa Rica,20,MF, (1977-08-23),29,,Real Salt Lake,United States,2006-06-09
Víctor Núñez,Costa Rica,21,FW, (1980-04-15),3,,Cartaginés,Costa Rica,2006-06-09
Michael Rodríguez,Costa Rica,22,DF, (1981-12-30),3,,Alajuelense,Costa Rica,2006-06-09
Wardy Alfaro,Costa Rica,23,GK, (1977-12-31),2,,Alajuelense,Costa Rica,2006-06-09
