Player,National Team,No.,Pos.,Date of birth (age),Caps,Goals,Club,Club Origin,World Cup start date
Edwin van der Sar (c),Netherlands,1,GK, (1970-10-29),109,,Manchester United,England,2006-06-09
Kew Jaliens,Netherlands,2,DF, (1978-09-15),1,,AZ,Netherlands,2006-06-09
Khalid Boulahrouz,Netherlands,3,DF, (1981-12-28),11,,Hamburger SV,Germany,2006-06-09
Joris Mathijsen,Netherlands,4,DF, (1980-04-05),8,,AZ,Netherlands,2006-06-09
Giovanni van Bronckhorst,Netherlands,5,DF, (1975-02-05),57,,Barcelona,Spain,2006-06-09
Denny Landzaat,Netherlands,6,MF, (1976-05-06),23,,AZ,Netherlands,2006-06-09
Dirk Kuyt,Netherlands,7,FW, (1980-07-22),19,,Feyenoord,Netherlands,2006-06-09
Phillip Cocu,Netherlands,8,MF, (1970-10-29),97,,PSV Eindhoven,Netherlands,2006-06-09
Ruud van Nistelrooy,Netherlands,9,FW, (1976-07-01),51,,Manchester United,England,2006-06-09
Rafael van der Vaart,Netherlands,10,MF, (1983-02-11),35,,Hamburger SV,Germany,2006-06-09
Arjen Robben,Netherlands,11,MF, (1984-01-23),20,,Chelsea,England,2006-06-09
Jan Kromkamp,Netherlands,12,DF, (1980-08-17),11,,Liverpool,England,2006-06-09
André Ooijer,Netherlands,13,DF, (1974-07-11),19,,PSV Eindhoven,Netherlands,2006-06-09
John Heitinga,Netherlands,14,DF, (1983-11-15),18,,Ajax,Netherlands,2006-06-09
Tim de Cler,Netherlands,15,DF, (1978-11-08),3,,AZ,Netherlands,2006-06-09
Hedwiges Maduro,Netherlands,16,MF, (1985-02-13),11,,Ajax,Netherlands,2006-06-09
Robin van Persie,Netherlands,17,FW, (1983-08-06),10,,Arsenal,England,2006-06-09
Mark van Bommel,Netherlands,18,MF, (1977-04-22),37,,Barcelona,Spain,2006-06-09
Jan Vennegoor of Hesselink,Netherlands,19,FW, (1978-11-07),7,,PSV Eindhoven,Netherlands,2006-06-09
Wesley Sneijder,Netherlands,20,MF, (1984-06-09),23,,Ajax,Netherlands,2006-06-09
Ryan Babel,Netherlands,21,FW, (1986-12-19),6,,Ajax,Netherlands,2006-06-09
Henk Timmer,Netherlands,22,GK, (1971-12-03),2,,AZ,Netherlands,2006-06-09
Maarten Stekelenburg,Netherlands,23,GK, (1982-09-22),2,,Ajax,Netherlands,2006-06-09
