Player,National Team,No.,Pos.,Date of birth (age),Caps,Goals,Club,Club Origin,World Cup start date
Gianluigi Buffon,Italy,1,GK, (1978-01-28),60,,Juventus,Italy,2006-06-09
Cristian Zaccardo,Italy,2,DF, (1981-12-21),12,,Palermo,Italy,2006-06-09
Fabio Grosso,Italy,3,DF, (1977-11-28),17,,Palermo[52],Italy,2006-06-09
Daniele De Rossi,Italy,4,MF, (1983-07-24),17,,Roma,Italy,2006-06-09
Fabio Cannavaro (c),Italy,5,DF, (1973-09-13),93,,Juventus,Italy,2006-06-09
Andrea Barzagli,Italy,6,DF, (1981-05-08),8,,Palermo,Italy,2006-06-09
Alessandro Del Piero,Italy,7,FW, (1974-11-09),74,,Juventus,Italy,2006-06-09
Gennaro Gattuso,Italy,8,MF, (1978-01-09),43,,Milan,Italy,2006-06-09
Luca Toni,Italy,9,FW, (1977-05-26),18,,Fiorentina,Italy,2006-06-09
Francesco Totti,Italy,10,FW, (1976-09-27),51,,Roma,Italy,2006-06-09
Alberto Gilardino,Italy,11,FW, (1982-07-05),15,,Milan,Italy,2006-06-09
Angelo Peruzzi,Italy,12,GK, (1970-02-16),31,,Lazio,Italy,2006-06-09
Alessandro Nesta,Italy,13,DF, (1976-03-19),74,,Milan,Italy,2006-06-09
Marco Amelia,Italy,14,GK, (1982-04-02),1,,Livorno,Italy,2006-06-09
Vincenzo Iaquinta,Italy,15,FW, (1979-11-21),12,,Udinese,Italy,2006-06-09
Mauro Camoranesi,Italy,16,MF, (1976-10-04),21,,Juventus,Italy,2006-06-09
Simone Barone,Italy,17,MF, (1978-04-30),13,,Palermo,Italy,2006-06-09
Filippo Inzaghi,Italy,18,FW, (1973-08-09),49,,Milan,Italy,2006-06-09
Gianluca Zambrotta,Italy,19,DF, (1977-02-19),52,,Juventus,Italy,2006-06-09
Simone Perrotta,Italy,20,MF, (1977-09-17),24,,Roma,Italy,2006-06-09
Andrea Pirlo,Italy,21,MF, (1979-05-19),24,,Milan,Italy,2006-06-09
Massimo Oddo,Italy,22,DF, (1976-06-14),20,,Lazio,Italy,2006-06-09
Marco Materazzi,Italy,23,DF, (1973-08-19),28,,Inter Milan,Italy,2006-06-09
