Player,National Team,No.,Pos.,Date of birth (age),Caps,Goals,Club,Club Origin,World Cup start date
Oswaldo Sánchez,Mexico,1,GK, (1973-09-21),70,,Guadalajara,Mexico,2006-06-09
Claudio Suárez,Mexico,2,DF, (1968-12-17),178,,Chivas USA,United States,2006-06-09
Carlos Salcido,Mexico,3,DF, (1980-04-02),32,,Guadalajara[37],Mexico,2006-06-09
Rafael Márquez (c),Mexico,4,DF, (1979-02-13),65,,Barcelona,Spain,2006-06-09
Ricardo Osorio,Mexico,5,DF, (1980-03-30),39,,Cruz Azul[38],Mexico,2006-06-09
Gerardo Torrado,Mexico,6,MF, (1979-04-30),56,,Cruz Azul,Mexico,2006-06-09
Sinha,Mexico,7,MF, (1976-05-23),32,,Toluca,Mexico,2006-06-09
Pável Pardo,Mexico,8,MF, (1976-07-26),125,,América[39],Mexico,2006-06-09
Jared Borgetti,Mexico,9,FW, (1973-08-14),75,,Bolton Wanderers[40],England,2006-06-09
Guillermo Franco,Mexico,10,FW, (1976-11-03),7,,Villarreal,Spain,2006-06-09
Ramón Morales,Mexico,11,MF, (1975-10-10),46,,Guadalajara,Mexico,2006-06-09
José de Jesús Corona,Mexico,12,GK, (1981-01-26),6,,Tecos,Mexico,2006-06-09
Guillermo Ochoa,Mexico,13,GK, (1985-07-13),1,,América,Mexico,2006-06-09
Gonzalo Pineda,Mexico,14,DF, (1982-10-19),30,,Guadalajara,Mexico,2006-06-09
José Antonio Castro,Mexico,15,DF, (1980-08-11),12,,América,Mexico,2006-06-09
Mario Méndez,Mexico,16,DF, (1979-06-01),32,,Monterrey,Mexico,2006-06-09
Francisco Fonseca,Mexico,17,FW, (1979-10-02),29,,Cruz Azul[41],Mexico,2006-06-09
Andrés Guardado,Mexico,18,MF, (1986-09-28),7,,Atlas,Mexico,2006-06-09
Omar Bravo,Mexico,19,FW, (1980-03-04),33,,Guadalajara,Mexico,2006-06-09
Rafael García,Mexico,20,MF, (1974-08-14),52,,Atlas,Mexico,2006-06-09
Jesús Arellano,Mexico,21,MF, (1973-05-08),69,,Monterrey,Mexico,2006-06-09
Francisco Javier Rodríguez,Mexico,22,DF, (1981-10-20),32,,Guadalajara,Mexico,2006-06-09
Luis Ernesto Pérez,Mexico,23,MF, (1981-01-12),52,,Monterrey,Mexico,2006-06-09
