Player,National Team,No.,Pos.,Date of birth (age),Caps,Goals,Club,Club Origin,World Cup start date
Paul Robinson,England,1,GK, (1979-10-15),21,,Tottenham Hotspur,England,2006-06-09
Gary Neville,England,2,DF, (1975-02-18),79,,Manchester United,England,2006-06-09
Ashley Cole,England,3,DF, (1980-12-20),46,,Arsenal,England,2006-06-09
Steven Gerrard,England,4,MF, (1980-05-30),42,,Liverpool,England,2006-06-09
Rio Ferdinand,England,5,DF, (1978-11-07),47,,Manchester United,England,2006-06-09
John Terry,England,6,DF, (1980-12-07),24,,Chelsea,England,2006-06-09
David Beckham (c),England,7,MF, (1975-05-02),89,,Real Madrid,Spain,2006-06-09
Frank Lampard,England,8,MF, (1978-06-20),40,,Chelsea,England,2006-06-09
Wayne Rooney,England,9,FW, (1985-10-24),29,,Manchester United,England,2006-06-09
Michael Owen,England,10,FW, (1979-12-14),77,,Newcastle United,England,2006-06-09
Joe Cole,England,11,MF, (1981-11-08),32,,Chelsea,England,2006-06-09
Sol Campbell,England,12,DF, (1974-09-18),68,,Arsenal,England,2006-06-09
David James,England,13,GK, (1970-08-01),34,,Manchester City,England,2006-06-09
Wayne Bridge,England,14,DF, (1980-08-05),23,,Chelsea[14],England,2006-06-09
Jamie Carragher,England,15,DF, (1978-01-28),25,,Liverpool,England,2006-06-09
Owen Hargreaves,England,16,MF, (1981-01-20),30,,Bayern Munich,Germany,2006-06-09
Jermaine Jenas,England,17,MF, (1983-02-18),15,,Tottenham Hotspur,England,2006-06-09
Michael Carrick,England,18,MF, (1981-07-28),6,,Tottenham Hotspur,England,2006-06-09
Aaron Lennon,England,19,MF, (1987-04-16),1,,Tottenham Hotspur,England,2006-06-09
Stewart Downing,England,20,MF, (1984-07-22),2,,Middlesbrough,England,2006-06-09
Peter Crouch,England,21,FW, (1981-01-30),7,,Liverpool,England,2006-06-09
Scott Carson,England,22,GK, (1985-09-03),0,,Liverpool[15],England,2006-06-09
Theo Walcott,England,23,FW, (1989-03-16),1,,Arsenal,England,2006-06-09
