Player,National Team,No.,Pos.,Date of birth (age),Caps,Goals,Club,Club Origin,World Cup start date
Artur Boruc,Poland,1,GK, (1980-02-20),17,,Celtic,Scotland,2006-06-09
Mariusz Jop,Poland,2,DF, (1978-08-03),12,,FC Moscow,Russia,2006-06-09
Seweryn Gancarczyk,Poland,3,DF, (1981-11-22),2,,Metalist Kharkiv,Ukraine,2006-06-09
Marcin Baszczyński,Poland,4,DF, (1977-06-07),32,,Wisła Kraków,Poland,2006-06-09
Kamil Kosowski,Poland,5,MF, (1977-08-30),45,,1. FC Kaiserslautern[8],Germany,2006-06-09
Jacek Bąk (c),Poland,6,DF, (1973-03-24),72,,Al-Rayyan[9],Qatar,2006-06-09
Radosław Sobolewski,Poland,7,MF, (1976-12-13),19,,Wisła Kraków,Poland,2006-06-09
Jacek Krzynówek,Poland,8,MF, (1976-05-15),58,,Bayer Leverkusen[10],Germany,2006-06-09
Maciej Żurawski,Poland,9,FW, (1976-09-12),50,,Celtic,Scotland,2006-06-09
Mirosław Szymkowiak,Poland,10,MF, (1976-11-12),29,,Trabzonspor,Turkey,2006-06-09
Grzegorz Rasiak,Poland,11,FW, (1979-01-12),30,,Tottenham Hotspur[11],England,2006-06-09
Tomasz Kuszczak,Poland,12,GK, (1982-03-23),4,,West Bromwich Albion,England,2006-06-09
Sebastian Mila,Poland,13,MF, (1982-07-10),27,,Austria Wien,Austria,2006-06-09
Michał Żewłakow,Poland,14,DF, (1976-04-22),56,,Anderlecht[12],Belgium,2006-06-09
Euzebiusz Smolarek,Poland,15,FW, (1981-01-09),13,,Borussia Dortmund,Germany,2006-06-09
Arkadiusz Radomski,Poland,16,MF, (1977-06-27),20,,Austria Wien,Austria,2006-06-09
Dariusz Dudka,Poland,17,MF, (1983-12-09),7,,Wisła Kraków,Poland,2006-06-09
Mariusz Lewandowski,Poland,18,DF, (1979-05-18),25,,Shakhtar Donetsk,Ukraine,2006-06-09
Bartosz Bosacki,Poland,19,DF, (1975-12-20),11,,Lech Poznań[13],Poland,2006-06-09
Piotr Giza,Poland,20,MF, (1980-02-28),4,,Cracovia,Poland,2006-06-09
Ireneusz Jeleń,Poland,21,FW, (1981-04-09),9,,Wisła Płock,Poland,2006-06-09
Łukasz Fabiański,Poland,22,GK, (1985-04-18),2,,Legia Warsaw,Poland,2006-06-09
Paweł Brożek,Poland,23,FW, (1983-04-21),4,,Wisła Kraków,Poland,2006-06-09
