Player,National Team,No.,Pos.,Date of birth (age),Caps,Goals,Club,Club Origin,World Cup start date
Pascal Zuberbühler,Switzerland,1,GK, (1971-01-08),40,,Basel,Switzerland,2006-06-09
Johan Djourou,Switzerland,2,DF, (1987-01-18),2,,Arsenal,England,2006-06-09
Ludovic Magnin,Switzerland,3,DF, (1979-04-20),30,,VfB Stuttgart,Germany,2006-06-09
Philippe Senderos,Switzerland,4,DF, (1985-02-14),12,,Arsenal,England,2006-06-09
Xavier Margairaz,Switzerland,5,MF, (1984-01-17),3,,Zürich,Switzerland,2006-06-09
Johann Vogel (c),Switzerland,6,MF, (1977-03-08),85,,Milan,Italy,2006-06-09
Ricardo Cabanas,Switzerland,7,MF, (1979-01-17),37,,1. FC Köln,Germany,2006-06-09
Raphaël Wicky,Switzerland,8,DF, (1977-04-26),67,,Hamburger SV,Germany,2006-06-09
Alexander Frei,Switzerland,9,FW, (1979-07-15),45,,Rennes[75],France,2006-06-09
Daniel Gygax,Switzerland,10,FW, (1981-08-28),22,,Lille,France,2006-06-09
Marco Streller,Switzerland,11,FW, (1981-06-18),10,,1. FC Köln,Germany,2006-06-09
Diego Benaglio,Switzerland,12,GK, (1983-09-08),1,,Nacional,Portugal,2006-06-09
Stéphane Grichting,Switzerland,13,DF, (1979-03-30),6,,Auxerre,France,2006-06-09
David Degen,Switzerland,14,MF, (1983-02-15),3,,Basel[76],Switzerland,2006-06-09
Blerim Džemaili,Switzerland,15,MF, (1986-04-12),3,,Zürich,Switzerland,2006-06-09
Tranquillo Barnetta,Switzerland,16,MF, (1985-05-22),13,,Bayer Leverkusen,Germany,2006-06-09
Christoph Spycher,Switzerland,17,DF, (1978-03-30),21,,Eintracht Frankfurt,Germany,2006-06-09
Mauro Lustrinelli,Switzerland,18,FW, (1976-02-26),5,,Sparta Prague,Czech Republic,2006-06-09
Valon Behrami,Switzerland,19,MF, (1985-04-19),6,,Lazio,Italy,2006-06-09
Patrick Müller,Switzerland,20,DF, (1976-12-17),64,,Lyon,France,2006-06-09
Fabio Coltorti,Switzerland,21,GK, (1980-12-03),2,,Grasshopper,Switzerland,2006-06-09
Hakan Yakin,Switzerland,22,MF, (1977-02-22),46,,Young Boys[77],Switzerland,2006-06-09
Philipp Degen,Switzerland,23,DF, (1983-02-15),15,,Borussia Dortmund,Germany,2006-06-09
