Player,National Team,No.,Pos.,Date of birth (age),Caps,Goals,Club,Club Origin,World Cup start date
Ebrahim Mirzapour,Iran,1,GK, (1978-09-16),64,,Foolad,Iran,2006-06-09
Mehdi Mahdavikia,Iran,2,MF, (1977-07-24),89,,Hamburger SV,Germany,2006-06-09
Sohrab Bakhtiarizadeh,Iran,3,DF, (1973-09-11),31,,Saba Battery,Iran,2006-06-09
Yahya Golmohammadi,Iran,4,DF, (1971-03-19),69,,Saba Battery,Iran,2006-06-09
Rahman Rezaei,Iran,5,DF, (1975-02-20),43,,Messina,Italy,2006-06-09
Javad Nekounam,Iran,6,MF, (1980-09-07),71,,Al-Sharjah[36],United Arab Emirates,2006-06-09
Ferydoon Zandi,Iran,7,MF, (1979-04-26),10,,1. FC Kaiserslautern,Germany,2006-06-09
Ali Karimi,Iran,8,MF, (1978-11-08),90,,Bayern Munich,Germany,2006-06-09
Vahid Hashemian,Iran,9,FW, (1976-07-21),28,,Hannover 96,Germany,2006-06-09
Ali Daei (c),Iran,10,FW, (1969-03-21),147,,Saba Battery,Iran,2006-06-09
Rasoul Khatibi,Iran,11,FW, (1978-09-22),12,,Sepahan,Iran,2006-06-09
Hassan Roudbarian,Iran,12,GK, (1978-07-06),3,,Pas,Iran,2006-06-09
Hossein Kaebi,Iran,13,DF, (1985-09-23),44,,Foolad,Iran,2006-06-09
Andranik Teymourian,Iran,14,MF, (1983-03-06),7,,Abu Moslem,Iran,2006-06-09
Arash Borhani,Iran,15,FW, (1983-09-14),20,,Pas,Iran,2006-06-09
Reza Enayati,Iran,16,FW, (1976-09-23),15,,Esteghlal,Iran,2006-06-09
Javad Kazemian,Iran,17,FW, (1981-04-23),25,,Persepolis,Iran,2006-06-09
Moharram Navidkia,Iran,18,MF, (1982-11-01),24,,VfL Bochum,Germany,2006-06-09
Amir Hossein Sadeghi,Iran,19,DF, (1981-09-06),1,,Esteghlal,Iran,2006-06-09
Mohammad Nosrati,Iran,20,DF, (1982-01-11),44,,Pas,Iran,2006-06-09
Mehrzad Madanchi,Iran,21,MF, (1982-10-12),6,,Persepolis,Iran,2006-06-09
Vahid Talebloo,Iran,22,GK, (1982-05-26),1,,Esteghlal,Iran,2006-06-09
Masoud Shojaei,Iran,23,MF, (1984-06-09),3,,Saipa,Iran,2006-06-09
