Player,National Team,No.,Pos.,Date of birth (age),Caps,Goals,Club,Club Origin,World Cup start date
Mickaël Landreau,France,1,GK, (1979-05-14),3,,Nantes[71],France,2006-06-09
Jean-Alain Boumsong,France,2,DF, (1979-12-14),19,,Newcastle United,England,2006-06-09
Eric Abidal,France,3,DF, (1979-09-11),8,,Lyon,France,2006-06-09
Patrick Vieira,France,4,MF, (1976-06-23),87,,Juventus,Italy,2006-06-09
William Gallas,France,5,DF, (1977-08-17),40,,Chelsea,England,2006-06-09
Claude Makélélé,France,6,MF, (1973-02-18),43,,Chelsea,England,2006-06-09
Florent Malouda,France,7,MF, (1980-06-13),13,,Lyon,France,2006-06-09
Vikash Dhorasoo,France,8,MF, (1973-10-10),16,,Paris Saint-Germain,France,2006-06-09
Sidney Govou,France,9,FW, (1979-07-27),19,,Lyon[72],France,2006-06-09
Zinedine Zidane (c),France,10,MF, (1972-06-23),102,,Real Madrid[73],Spain,2006-06-09
Sylvain Wiltord,France,11,FW, (1974-05-10),80,,Lyon,France,2006-06-09
Thierry Henry,France,12,FW, (1977-08-17),78,,Arsenal,England,2006-06-09
Mikaël Silvestre,France,13,DF, (1977-08-09),39,,Manchester United,England,2006-06-09
Louis Saha,France,14,FW, (1978-08-08),9,,Manchester United,England,2006-06-09
Lilian Thuram,France,15,DF, (1972-01-01),114,,Juventus,Italy,2006-06-09
Fabien Barthez,France,16,GK, (1971-06-28),80,,Marseille[74],France,2006-06-09
Gaël Givet,France,17,DF, (1981-10-09),11,,Monaco,France,2006-06-09
Alou Diarra,France,18,MF, (1981-07-15),9,,Lens,France,2006-06-09
Willy Sagnol,France,19,DF, (1977-03-18),38,,Bayern Munich,Germany,2006-06-09
David Trezeguet,France,20,FW, (1977-10-15),63,,Juventus,Italy,2006-06-09
Pascal Chimbonda,France,21,DF, (1979-02-21),1,,Wigan Athletic,England,2006-06-09
Franck Ribéry,France,22,MF, (1983-04-07),3,,Marseille,France,2006-06-09
Grégory Coupet,France,23,GK, (1972-12-31),18,,Lyon,France,2006-06-09
