Player,National Team,No.,Pos.,Date of birth (age),Caps,Goals,Club,Club Origin,World Cup start date
Iker Casillas,Spain,1,GK, (1981-05-20),58,,Real Madrid,Spain,2006-06-09
Míchel Salgado,Spain,2,DF, (1975-10-22),50,,Real Madrid,Spain,2006-06-09
Mariano Pernía,Spain,3,DF, (1977-05-04),1,,Getafe[81],Spain,2006-06-09
Carlos Marchena,Spain,4,DF, (1979-07-31),27,,Valencia,Spain,2006-06-09
Carles Puyol,Spain,5,DF, (1978-04-13),47,,Barcelona,Spain,2006-06-09
David Albelda,Spain,6,MF, (1977-09-01),33,,Valencia,Spain,2006-06-09
Raúl (c),Spain,7,FW, (1977-06-27),95,,Real Madrid,Spain,2006-06-09
Xavi,Spain,8,MF, (1980-01-25),36,,Barcelona,Spain,2006-06-09
Fernando Torres,Spain,9,FW, (1984-03-20),30,,Atlético Madrid,Spain,2006-06-09
José Antonio Reyes,Spain,10,MF, (1983-09-01),19,,Arsenal,England,2006-06-09
Luis García,Spain,11,MF, (1978-06-24),10,,Liverpool,England,2006-06-09
Antonio López,Spain,12,DF, (1981-09-13),8,,Atlético Madrid,Spain,2006-06-09
Andrés Iniesta,Spain,13,MF, (1984-05-11),3,,Barcelona,Spain,2006-06-09
Xabi Alonso,Spain,14,MF, (1981-11-25),26,,Liverpool,England,2006-06-09
Sergio Ramos,Spain,15,DF, (1986-03-30),11,,Real Madrid,Spain,2006-06-09
Marcos Senna,Spain,16,MF, (1976-07-17),3,,Villarreal,Spain,2006-06-09
Joaquín,Spain,17,MF, (1981-07-21),38,,Real Betis,Spain,2006-06-09
Cesc Fàbregas,Spain,18,MF, (1987-05-04),4,,Arsenal,England,2006-06-09
Santiago Cañizares,Spain,19,GK, (1969-12-18),45,,Valencia,Spain,2006-06-09
Juanito,Spain,20,DF, (1976-07-23),15,,Real Betis,Spain,2006-06-09
David Villa,Spain,21,FW, (1981-12-03),8,,Valencia,Spain,2006-06-09
Pablo Ibáñez,Spain,22,DF, (1981-08-03),11,,Atlético Madrid,Spain,2006-06-09
Pepe Reina,Spain,23,GK, (1982-08-31),3,,Liverpool,England,2006-06-09
