Player,National Team,No.,Pos.,Date of birth (age),Caps,Goals,Club,Club Origin,World Cup start date
Mark Schwarzer,Australia,1,GK, (1972-10-06),37,,Middlesbrough,England,2006-06-09
Lucas Neill,Australia,2,DF, (1978-03-09),25,,Blackburn Rovers,England,2006-06-09
Craig Moore,Australia,3,DF, (1975-12-12),33,,Newcastle United,England,2006-06-09
Tim Cahill,Australia,4,MF, (1979-12-06),16,,Everton,England,2006-06-09
Jason Culina,Australia,5,MF, (1980-08-05),13,,PSV Eindhoven,Netherlands,2006-06-09
Tony Popovic,Australia,6,DF, (1973-07-04),56,,Crystal Palace[56],England,2006-06-09
Brett Emerton,Australia,7,DF, (1979-02-22),48,,Blackburn Rovers,England,2006-06-09
Josip Skoko,Australia,8,MF, (1975-12-10),46,,Wigan Athletic[57],England,2006-06-09
Mark Viduka (c),Australia,9,FW, (1975-10-09),33,,Middlesbrough,England,2006-06-09
Harry Kewell,Australia,10,FW, (1978-09-22),20,,Liverpool,England,2006-06-09
Stan Lazaridis,Australia,11,DF, (1972-08-16),59,,Birmingham City[58],England,2006-06-09
Ante Covic,Australia,12,GK, (1975-06-13),1,,Hammarby,Sweden,2006-06-09
Vince Grella,Australia,13,MF, (1979-10-05),17,,Parma,Italy,2006-06-09
Scott Chipperfield,Australia,14,MF, (1975-12-30),46,,Basel,Switzerland,2006-06-09
John Aloisi,Australia,15,FW, (1976-02-05),41,,Alavés,Spain,2006-06-09
Michael Beauchamp,Australia,16,DF, (1981-03-08),2,,Central Coast Mariners[59],Australia,2006-06-09
Archie Thompson,Australia,17,FW, (1978-10-23),20,,Melbourne Victory[60],Australia,2006-06-09
Zeljko Kalac,Australia,18,GK, (1972-12-16),52,,Milan,Italy,2006-06-09
Joshua Kennedy,Australia,19,FW, (1982-08-20),1,,Dynamo Dresden[61],Germany,2006-06-09
Luke Wilkshire,Australia,20,DF, (1981-10-02),8,,Bristol City,England,2006-06-09
Mile Sterjovski,Australia,21,MF, (1979-05-27),22,,Basel,Switzerland,2006-06-09
Mark Milligan,Australia,22,DF, (1985-08-04),1,,Sydney FC,Australia,2006-06-09
Mark Bresciano,Australia,23,MF, (1980-02-11),24,,Parma,Italy,2006-06-09
