Player,National Team,No.,Pos.,Date of birth (age),Caps,Goals,Club,Club Origin,World Cup start date
Fritz Buchloh,Germany,,GK, (1909-11-26),17,,VfB Speldorf,Germany,1938-06-04
Josef Gauchel,Germany,,FW, (1916-09-11),6,,TuS Koblenz-Neuendorf,Germany,1938-06-04
Rudolf Gellesch,Germany,,FW, (1914-05-01),14,,FC Schalke 04,Germany,1938-06-04
Ludwig Goldbrunner,Germany,,DF, (1908-03-05),31,,FC Bayern Munchen,Germany,1938-06-04
Wilhelm Hahnemann[E],Germany,,FW, (1914-04-14),0,,Admira Wien[F],Germany,1938-06-04
Hans Jakob,Germany,,GK, (1908-06-16),35,,Jahn Regensburg,Germany,1938-06-04
Paul Janes,Germany,,DF, (1912-03-10),34,,Fortuna Düsseldorf,Germany,1938-06-04
Albin Kitzinger,Germany,,MF, (1912-02-01),18,,1. FC Schweinfurt 05,Germany,1938-06-04
Andreas Kupfer,Germany,,MF, (1914-05-07),10,,1. FC Schweinfurt 05,Germany,1938-06-04
Ernst Lehner,Germany,,FW, (1912-11-07),39,,Schwaben Augsburg,Germany,1938-06-04
Hans Mock[E],Germany,,MF, (1906-12-09),0,,SC Ostmark Wien[F],Germany,1938-06-04
Reinhold Münzenberg,Germany,,DF, (1909-01-25),39,,Alemannia Aachen,Germany,1938-06-04
Leopold Neumer[E],Germany,,FW, (1919-02-08),0,,SC Ostmark Wien[F],Germany,1938-06-04
Hans Pesser[E],Germany,,FW, (1911-11-07),1,,Rapid Wien[F],Germany,1938-06-04
Rudolf Raftl[E],Germany,,GK, (1911-02-07),0,,Rapid Wien[F],Germany,1938-06-04
Willibald Schmaus[E],Germany,,DF, (1911-06-16),0,,First Vienna[F],Germany,1938-06-04
Otto Siffling,Germany,,FW, (1912-08-03),31,,Waldhof Mannheim,Germany,1938-06-04
Stefan Skoumal[E],Germany,,MF, (1909-11-29),0,,Rapid Wien[F],Germany,1938-06-04
Jakob Streitle,Germany,,DF, (1916-12-11),0,,FC Bayern Munchen,Germany,1938-06-04
Josef Stroh[E],Germany,,FW, (1913-03-05),0,,SC Ostmark Wien[F],Germany,1938-06-04
Fritz Szepan,Germany,,FW, (1907-09-02),30,,FC Schalke 04,Germany,1938-06-04
Franz Wagner[E],Germany,,MF, (1911-09-23),0,,Rapid Wien[F],Germany,1938-06-04
