Player,National Team,No.,Pos.,Date of birth (age),Caps,Goals,Club,Club Origin,World Cup start date
István Balogh,Hungary,,MF, (1912-09-21),3,,Újpest FC,Hungary,1938-06-04
Mihály Bíró,Hungary,,FW, (1914-07-20),0,,Ferencváros FC,Hungary,1938-06-04
Sándor Bíró,Hungary,,DF, (1911-08-19),26,,MTK Hungária FC,Hungary,1938-06-04
László Cseh,Hungary,,FW, (1910-04-04),32,,MTK Hungária FC,Hungary,1938-06-04
János Dudás,Hungary,,MF, (1911-02-13),12,,MTK Hungária FC,Hungary,1938-06-04
József Háda,Hungary,,GK, (1911-03-02),15,,Ferencváros FC,Hungary,1938-06-04
Vilmos Kohut,Hungary,,FW, (1906-07-17),24,,Olympique Marseille,France,1938-06-04
Lajos Korányi,Hungary,,DF, (1907-05-15),30,,Ferencváros FC,Hungary,1938-06-04
Gyula Lázár,Hungary,,MF, (1911-01-24),34,,Ferencváros FC,Hungary,1938-06-04
József Pálinkás,Hungary,,GK, (1912-03-10),5,,Szeged FC,Hungary,1938-06-04
Gyula Polgár,Hungary,,DF, (1912-02-08),14,,Ferencváros FC,Hungary,1938-06-04
Béla Sárosi,Hungary,,MF, (1919-05-15),0,,Ferencváros FC,Hungary,1938-06-04
György Sárosi (c),Hungary,,FW, (1912-09-15),42,,Ferencváros FC,Hungary,1938-06-04
Ferenc Sas,Hungary,,FW, (1915-03-15),13,,MTK Hungária FC,Hungary,1938-06-04
Antal Szabó,Hungary,,GK, (1910-09-04),32,,MTK Hungária FC,Hungary,1938-06-04
Antal Szalay,Hungary,,MF, (1912-03-12),19,,Újpest FC,Hungary,1938-06-04
György Szűcs,Hungary,,MF, (1912-04-23),23,,Újpest FC,Hungary,1938-06-04
Pál Titkos,Hungary,,FW, (1908-01-08),45,,MTK Hungária FC,Hungary,1938-06-04
Géza Toldi,Hungary,,FW, (1909-02-11),39,,Ferencváros FC,Hungary,1938-06-04
József Turay,Hungary,,MF, (1905-03-01),41,,MTK Hungária FC,Hungary,1938-06-04
Jenő Vincze,Hungary,,FW, (1908-11-20),22,,Újpest FC,Hungary,1938-06-04
Gyula Zsengellér,Hungary,,FW, (1915-12-27),9,,Újpest FC,Hungary,1938-06-04
