Player,National Team,No.,Pos.,Date of birth (age),Caps,Goals,Club,Club Origin,World Cup start date
Wim Anderiesen,Netherlands,,MF, (1903-11-27),40,,Ajax Amsterdam,Netherlands,1938-06-04
Dick Been,Netherlands,,DF, (1909-07-02),0,,Ajax Amsterdam,Netherlands,1938-06-04
Bertus Caldenhove,Netherlands,,DF, (1914-01-19),18,,DWS,Netherlands,1938-06-04
Piet de Boer,Netherlands,,FW, (1919-10-10),1,,KFC (Kooger FC),Netherlands,1938-06-04
Bertus de Harder,Netherlands,,FW, (1920-01-14),1,,VUC Den Haag,Netherlands,1938-06-04
Arie de Winter,Netherlands,,FW, (1913-10-27),0,,HFC Haarlem,Netherlands,1938-06-04
Daaf Drok,Netherlands,,FW, (1914-05-23),7,,RFC Rotterdam,Netherlands,1938-06-04
Frans Hogenbirk,Netherlands,,MF, (1919-03-18),0,,Be Quick 1887,Netherlands,1938-06-04
Niek Michel,Netherlands,,GK, (1912-09-30),0,,VSV Velsen,Netherlands,1938-06-04
Klaas Ooms,Netherlands,,FW, (1916-06-09),0,,DWB,Netherlands,1938-06-04
Bas Paauwe,Netherlands,,MF, (1911-10-04),21,,SC Feyenoord Rotterdam,Netherlands,1938-06-04
René Pijpers,Netherlands,,MF, (1917-09-15),0,,RFC Roermond,Netherlands,1938-06-04
Hendrikus Plenter,Netherlands,,DF, (1913-06-23),0,,Be Quick 1887,Netherlands,1938-06-04
Piet Punt,Netherlands,,FW, (1909-02-06),1,,DFC Dordrecht,Netherlands,1938-06-04
Kick Smit,Netherlands,,FW, (1911-11-03),21,,HFC Haarlem,Netherlands,1938-06-04
Frans van der Veen,Netherlands,,FW, (1918-03-25),1,,Heracles Almelo,Netherlands,1938-06-04
Puck van Heel,Netherlands,,MF, (1904-01-21),62,,SC Feyenoord Rotterdam,Netherlands,1938-06-04
Adri van Male,Netherlands,,GK, (1910-10-07),9,,SC Feyenoord Rotterdam,Netherlands,1938-06-04
Henk van Spaandonck,Netherlands,,FW, (1913-06-25),7,,Neptunus Rotterdam,Netherlands,1938-06-04
Leen Vente,Netherlands,,FW, (1911-05-14),14,,Neptunus Rotterdam,Netherlands,1938-06-04
Mauk Weber,Netherlands,,DF, (1914-03-01),25,,ADO Den Haag,Netherlands,1938-06-04
Frank Wels,Netherlands,,FW, (1909-02-21),35,,Unitas Gorinchem,Netherlands,1938-06-04
