Player,National Team,No.,Pos.,Date of birth (age),Caps,Goals,Club,Club Origin,World Cup start date
Arnold Badjou,Belgium,,GK, (1909-06-26),29,,Daring Club de Bruxelles Societe Royale,Belgium,1938-06-04
Robert Braet,Belgium,,GK, (1912-02-11),14,,Cercle Brugge,Belgium,1938-06-04
Raymond Braine,Belgium,,FW, (1907-04-28),47,,Royal Beerschot AC,Belgium,1938-06-04
Fernand Buyle,Belgium,,FW, (1918-03-03),10,,Daring Club de Bruxelles Societe Royale,Belgium,1938-06-04
Jean Capelle,Belgium,,FW, (1913-10-26),30,,Royal Standard Club Liège,Belgium,1938-06-04
Arthur Ceuleers,Belgium,,FW, (1916-02-28),4,,Royal Beerschot AC,Belgium,1938-06-04
Pierre Dalem,Belgium,,MF, (1912-03-16),22,,Royal Standard Club Liège,Belgium,1938-06-04
Alfons De Winter,Belgium,,MF, (1908-09-12),18,,Royal Beerschot AC,Belgium,1938-06-04
Jean Fievez,Belgium,,FW, (1910-11-30),4,,White Star Brüssel,Belgium,1938-06-04
Frans Gommers,Belgium,,DF, (1917-04-05),1,,Royal Beerschot AC,Belgium,1938-06-04
Paul Henry,Belgium,,MF, (1912-09-06),1,,Daring Club de Bruxelles Societe Royale,Belgium,1938-06-04
Hendrik Isemborghs,Belgium,,FW, (1914-01-30),11,,Royal Beerschot AC,Belgium,1938-06-04
Joseph Nelis,Belgium,,FW, (1917-04-01),0,,Berchem Sport,Belgium,1938-06-04
Robert Paverick,Belgium,,DF, (1912-11-29),26,,Royal Antwerp FC,Belgium,1938-06-04
Jean Petit,Belgium,,DF, (1914-02-25),4,,Royal Standard Club Liege,Belgium,1938-06-04
Corneel Seys,Belgium,,DF, (1912-02-12),1,,Royal Beerschot AC,Belgium,1938-06-04
Philibert Smellinckx,Belgium,,DF, (1911-01-17),19,,Union Royale Saint-Gilloise,Belgium,1938-06-04
Émile Stijnen,Belgium,,MF, (1907-11-02),25,,Royal Olympic Club de Charleroi,Belgium,1938-06-04
John Van Alphen,Belgium,,MF, (1914-06-17),4,,Royal Beerschot AC,Belgium,1938-06-04
Charles Vanden Wouwer,Belgium,,FW, (1916-09-07),5,,Royal Beerschot AC,Belgium,1938-06-04
André Vandeweyer,Belgium,,GK, (1909-06-21),5,,Union Royale Saint-Gilloise,Belgium,1938-06-04
Bernard Voorhoof,Belgium,,FW, (1910-05-10),54,,KSK Liersche,Belgium,1938-06-04
