Player,National Team,No.,Pos.,Date of birth (age),Caps,Goals,Club,Club Origin,World Cup start date
David Seaman,England,1,GK, (1963-09-19),40,,Arsenal,England,1998-06-10
Sol Campbell,England,2,DF, (1974-09-18),16,,Tottenham Hotspur,England,1998-06-10
Graeme Le Saux,England,3,DF, (1968-10-17),25,,Chelsea,England,1998-06-10
Paul Ince,England,4,MF, (1967-10-21),39,,Liverpool,England,1998-06-10
Tony Adams,England,5,DF, (1966-10-10),51,,Arsenal,England,1998-06-10
Gareth Southgate,England,6,DF, (1970-09-03),25,,Aston Villa,England,1998-06-10
David Beckham,England,7,MF, (1975-05-02),15,,Manchester United,England,1998-06-10
David Batty,England,8,MF, (1968-12-02),31,,Newcastle United,England,1998-06-10
Alan Shearer (captain),England,9,FW, (1970-08-13),39,,Newcastle United,England,1998-06-10
Teddy Sheringham,England,10,FW, (1966-04-02),33,,Manchester United,England,1998-06-10
Steve McManaman,England,11,MF, (1972-02-11),21,,Liverpool,England,1998-06-10
Gary Neville,England,12,DF, (1975-02-18),27,,Manchester United,England,1998-06-10
Nigel Martyn,England,13,GK, (1966-08-11),7,,Leeds United,England,1998-06-10
Darren Anderton,England,14,MF, (1972-03-03),18,,Tottenham Hotspur,England,1998-06-10
Paul Merson,England,15,MF, (1968-03-20),18,,Middlesbrough,England,1998-06-10
Paul Scholes,England,16,MF, (1974-11-16),7,,Manchester United,England,1998-06-10
Rob Lee,England,17,MF, (1966-02-01),17,,Newcastle United,England,1998-06-10
Martin Keown,England,18,DF, (1966-07-24),18,,Arsenal,England,1998-06-10
Les Ferdinand,England,19,FW, (1966-12-08),17,,Tottenham Hotspur,England,1998-06-10
Michael Owen,England,20,FW, (1979-12-14),5,,Liverpool,England,1998-06-10
Rio Ferdinand,England,21,DF, (1978-11-07),3,,West Ham United,England,1998-06-10
Tim Flowers,England,22,GK, (1967-02-03),11,,Blackburn Rovers,England,1998-06-10
