Player,National Team,No.,Pos.,Date of birth (age),Caps,Goals,Club,Club Origin,World Cup start date
Dražen Ladić,Croatia,1,GK, (1963-01-01),41,,Croatia Zagreb,Croatia,1998-06-10
Petar Krpan,Croatia,2,FW, (1974-07-01),1,,Osijek,Croatia,1998-06-10
Anthony Šerić,Croatia,3,DF, (1979-01-15),3,,Hajduk Split,Croatia,1998-06-10
Igor Štimac,Croatia,4,DF, (1967-09-06),29,,Derby County,England,1998-06-10
Goran Jurić,Croatia,5,DF, (1963-02-05),11,,Croatia Zagreb,Croatia,1998-06-10
Slaven Bilić,Croatia,6,DF, (1968-09-11),36,,Everton,England,1998-06-10
Aljoša Asanović,Croatia,7,MF, (1965-12-14),39,,Napoli,Italy,1998-06-10
Robert Prosinečki,Croatia,8,MF, (1969-01-12),29,,Croatia Zagreb,Croatia,1998-06-10
Davor Šuker,Croatia,9,FW, (1968-01-01),36,,Real Madrid,Spain,1998-06-10
Zvonimir Boban (captain),Croatia,10,MF, (1968-10-08),35,,Milan,Italy,1998-06-10
Silvio Marić,Croatia,11,MF, (1975-03-20),7,,Croatia Zagreb,Croatia,1998-06-10
Marjan Mrmić,Croatia,12,GK, (1965-05-06),12,,Beşiktaş,Turkey,1998-06-10
Mario Stanić,Croatia,13,MF, (1972-04-10),16,,Parma,Italy,1998-06-10
Zvonimir Soldo,Croatia,14,MF, (1967-11-02),26,,VfB Stuttgart,Germany,1998-06-10
Igor Tudor,Croatia,15,DF, (1978-04-16),5,,Hajduk Split,Croatia,1998-06-10
Ardian Kozniku,Croatia,16,FW, (1967-10-27),7,,Bastia,France,1998-06-10
Robert Jarni,Croatia,17,DF, (1968-10-26),38,,Real Betis,Spain,1998-06-10
Zoran Mamić,Croatia,18,MF, (1971-09-30),6,,VfL Bochum,Germany,1998-06-10
Goran Vlaović,Croatia,19,FW, (1972-08-07),28,,Valencia,Spain,1998-06-10
Dario Šimić,Croatia,20,DF, (1975-11-12),17,,Croatia Zagreb,Croatia,1998-06-10
Krunoslav Jurčić,Croatia,21,MF, (1969-11-26),9,,Croatia Zagreb,Croatia,1998-06-10
Vladimir Vasilj,Croatia,22,GK, (1975-07-06),1,,Hrvatski Dragovoljac,Croatia,1998-06-10
