Player,National Team,No.,Pos.,Date of birth (age),Caps,Goals,Club,Club Origin,World Cup start date
Carlos Roa,Argentina,1,GK, (1969-08-15),10,,Mallorca,Spain,1998-06-10
Roberto Ayala,Argentina,2,DF, (1973-04-14),37,,Napoli,Italy,1998-06-10
José Chamot,Argentina,3,DF, (1969-05-17),31,,Lazio,Italy,1998-06-10
Mauricio Pineda,Argentina,4,DF, (1975-07-13),7,,Boca Juniors,Argentina,1998-06-10
Matías Almeyda,Argentina,5,MF, (1973-12-21),24,,Lazio,Italy,1998-06-10
Roberto Néstor Sensini,Argentina,6,DF, (1966-10-12),44,,Parma,Italy,1998-06-10
Claudio López,Argentina,7,FW, (1974-07-17),25,,Valencia,Spain,1998-06-10
Diego Simeone (captain),Argentina,8,MF, (1970-04-28),69,,Inter Milan,Italy,1998-06-10
Gabriel Batistuta,Argentina,9,FW, (1969-02-01),61,,Fiorentina,Italy,1998-06-10
Ariel Ortega,Argentina,10,MF, (1974-03-04),50,,Valencia,Spain,1998-06-10
Juan Sebastián Verón,Argentina,11,MF, (1975-03-09),17,,Sampdoria,Italy,1998-06-10
Germán Burgos,Argentina,12,GK, (1969-04-16),9,,River Plate,Argentina,1998-06-10
Pablo Paz,Argentina,13,DF, (1973-01-27),15,,Tenerife,Spain,1998-06-10
Nelson Vivas,Argentina,14,DF, (1969-10-18),11,,Lugano,Switzerland,1998-06-10
Leonardo Astrada,Argentina,15,MF, (1970-01-06),20,,River Plate,Argentina,1998-06-10
Sergio Berti,Argentina,16,MF, (1969-09-17),15,,River Plate,Argentina,1998-06-10
Pablo Cavallero,Argentina,17,GK, (1974-04-13),8,,Vélez Sársfield,Argentina,1998-06-10
Abel Balbo,Argentina,18,FW, (1966-06-01),34,,Roma,Italy,1998-06-10
Hernán Crespo,Argentina,19,FW, (1975-07-05),18,,Parma,Italy,1998-06-10
Marcelo Gallardo,Argentina,20,MF, (1976-01-18),23,,River Plate,Argentina,1998-06-10
Marcelo Delgado,Argentina,21,FW, (1973-03-24),13,,Racing,Argentina,1998-06-10
Javier Zanetti,Argentina,22,DF, (1973-08-10),30,,Inter Milan,Italy,1998-06-10
