Player,National Team,No.,Pos.,Date of birth (age),Caps,Goals,Club,Club Origin,World Cup start date
Chokri El Ouaer,Tunisia,1,GK, (1966-08-15),51,,Espérance de Tunis,Tunisia,1998-06-10
Imed Ben Younes,Tunisia,2,FW, (1974-06-16),7,,Étoile du Sahel,Tunisia,1998-06-10
Sami Trabelsi (captain),Tunisia,3,DF, (1968-02-04),45,,CS Sfaxien,Tunisia,1998-06-10
Mounir Boukadida,Tunisia,4,DF, (1967-10-24),30,,Étoile du Sahel,Tunisia,1998-06-10
Hatem Trabelsi,Tunisia,5,DF, (1977-01-25),2,,CS Sfaxien,Tunisia,1998-06-10
Ferid Chouchane,Tunisia,6,DF, (1973-04-19),26,,Étoile du Sahel,Tunisia,1998-06-10
Tarek Thabet,Tunisia,7,DF, (1971-08-16),43,,Espérance de Tunis,Tunisia,1998-06-10
Zoubeir Baya,Tunisia,8,MF, (1971-05-15),44,,SC Freiburg,Germany,1998-06-10
Riadh Jelassi,Tunisia,9,FW, (1971-07-07),13,,Étoile du Sahel,Tunisia,1998-06-10
Kaies Ghodhbane,Tunisia,10,MF, (1976-01-07),46,,Étoile du Sahel,Tunisia,1998-06-10
Adel Sellimi,Tunisia,11,FW, (1972-11-16),57,,Real Jaén,Spain,1998-06-10
Mourad Melki,Tunisia,12,FW, (1975-05-09),2,,Olympique Béja,Tunisia,1998-06-10
Riadh Bouazizi,Tunisia,13,MF, (1973-04-08),24,,Étoile du Sahel,Tunisia,1998-06-10
Sirajeddine Chihi,Tunisia,14,MF, (1970-04-16),47,,Espérance de Tunis,Tunisia,1998-06-10
Skander Souayah,Tunisia,15,MF, (1972-11-20),31,,CS Sfaxien,Tunisia,1998-06-10
Radhouane Salhi,Tunisia,16,GK, (1967-12-18),5,,Étoile du Sahel,Tunisia,1998-06-10
José Clayton,Tunisia,17,MF, (1974-03-21),4,,Étoile du Sahel,Tunisia,1998-06-10
Mehdi Ben Slimane,Tunisia,18,FW, (1974-01-01),32,,SC Freiburg,Germany,1998-06-10
Faysal Ben Ahmed,Tunisia,19,MF, (1973-03-07),2,,Espérance de Tunis,Tunisia,1998-06-10
Sabri Jaballah,Tunisia,20,DF, (1973-06-28),20,,Club Africain,Tunisia,1998-06-10
Khaled Badra,Tunisia,21,DF, (1973-04-08),26,,Espérance de Tunis,Tunisia,1998-06-10
Ali Boumnijel,Tunisia,22,GK, (1966-04-13),12,,Bastia,France,1998-06-10
