Player,National Team,No.,Pos.,Date of birth (age),Caps,Goals,Club,Club Origin,World Cup start date
Ahmad Reza Abedzadeh (captain),Iran,1,GK, (1966-05-25),77,,Persepolis,Iran,1998-06-10
Mehdi Mahdavikia,Iran,2,MF, (1977-07-24),29,,Persepolis,Iran,1998-06-10
Naeim Saadavi,Iran,3,DF, (1969-06-16),8,,Persepolis,Iran,1998-06-10
Mohammad Khakpour,Iran,4,DF, (1969-02-20),41,,Bahman,Iran,1998-06-10
Afshin Peyrovani,Iran,5,DF, (1970-02-06),40,,Persepolis,Iran,1998-06-10
Karim Bagheri,Iran,6,MF, (1974-02-20),46,,Arminia Bielefeld,Germany,1998-06-10
Alireza Mansourian,Iran,7,MF, (1971-12-12),33,,Esteghlal,Iran,1998-06-10
Sirous Dinmohammadi,Iran,8,MF, (1970-07-02),16,,Shahrdari Tabriz,Iran,1998-06-10
Hamid Estili,Iran,9,MF, (1967-04-01),52,,Bahman,Iran,1998-06-10
Ali Daei,Iran,10,FW, (1969-03-21),53,,Arminia Bielefeld,Germany,1998-06-10
Khodadad Azizi,Iran,11,FW, (1971-06-22),27,,1. FC Köln,Germany,1998-06-10
Nima Nakisa,Iran,12,GK, (1975-05-01),6,,Persepolis,Iran,1998-06-10
Ali Latifi,Iran,13,FW, (1976-02-20),0,,Bahman,Iran,1998-06-10
Nader Mohammadkhani,Iran,14,DF, (1963-08-23),52,,Polyacryl,Iran,1998-06-10
Ali Akbar Ostad-Asadi,Iran,15,DF, (1965-09-17),29,,Zob Ahan,Iran,1998-06-10
Reza Shahroudi,Iran,16,DF, (1972-02-21),34,,Persepolis,Iran,1998-06-10
Javad Zarincheh,Iran,17,DF, (1966-07-23),61,,Esteghlal,Iran,1998-06-10
Sattar Hamedani,Iran,18,MF, (1974-06-06),3,,Bahman,Iran,1998-06-10
Behnam Seraj,Iran,19,FW, (1971-06-19),0,,Sanat Naft,Iran,1998-06-10
Mehdi Pashazadeh,Iran,20,DF, (1973-12-27),4,,Esteghlal,Iran,1998-06-10
Mehrdad Minavand,Iran,21,MF, (1975-11-30),27,,Persepolis,Iran,1998-06-10
Parviz Boroumand,Iran,22,GK, (1972-09-11),0,,Esteghlal,Iran,1998-06-10
