Player,National Team,No.,Pos.,Date of birth (age),Caps,Goals,Club,Club Origin,World Cup start date
Jacques Songo'o,Cameroon,1,GK, (1964-03-17),73,,Deportivo La Coruña,Spain,1998-06-10
Joseph Elanga,Cameroon,2,MF, (1979-05-02),1,,Tonnerre Yaoundé,Cameroon,1998-06-10
Pierre Womé,Cameroon,3,DF, (1979-03-26),28,,Lucchese,Italy,1998-06-10
Rigobert Song,Cameroon,4,DF, (1976-07-01),30,,Metz,France,1998-06-10
Raymond Kalla,Cameroon,5,DF, (1975-04-22),28,,Panachaiki,Greece,1998-06-10
Pierre Njanka,Cameroon,6,DF, (1975-03-15),2,,Olympic Mvolyé,Cameroon,1998-06-10
François Omam-Biyik (captain),Cameroon,7,FW, (1966-05-21),70,,Sampdoria,Italy,1998-06-10
Didier Angibeaud,Cameroon,8,MF, (1974-10-08),3,,Nice,France,1998-06-10
Alphonse Tchami,Cameroon,9,FW, (1971-09-14),38,,Hertha BSC,Germany,1998-06-10
Patrick M'Boma,Cameroon,10,FW, (1970-11-15),15,,Gamba Osaka,Japan,1998-06-10
Samuel Eto'o,Cameroon,11,FW, (1981-03-10),6,,Leganés,Spain,1998-06-10
Lauren,Cameroon,12,DF, (1977-01-19),1,,Levante,Spain,1998-06-10
Patrice Abanda,Cameroon,13,DF, (1978-08-03),1,,Tonnerre Yaoundé,Cameroon,1998-06-10
Augustine Simo,Cameroon,14,MF, (1978-09-18),14,,Saint-Étienne,France,1998-06-10
Joseph N'Do,Cameroon,15,MF, (1976-04-28),2,,Cottonsport Garoua,Cameroon,1998-06-10
William Andem,Cameroon,16,GK, (1968-06-14),16,,Boavista,Portugal,1998-06-10
Michel Pensée,Cameroon,17,DF, (1973-06-16),2,,Cheonan Ilhwa Chunma,South Korea,1998-06-10
Samuel Ipoua,Cameroon,18,FW, (1973-03-01),7,,Rapid Wien,Austria,1998-06-10
Marcel Mahouvé,Cameroon,19,MF, (1973-01-16),12,,Montpellier,France,1998-06-10
Salomon Olembé,Cameroon,20,MF, (1980-12-08),8,,Nantes,France,1998-06-10
Joseph-Désiré Job,Cameroon,21,FW, (1977-12-01),11,,Lyon,France,1998-06-10
Alioum Boukar,Cameroon,22,GK, (1972-01-03),16,,Samsunspor,Turkey,1998-06-10
