Player,National Team,No.,Pos.,Date of birth (age),Caps,Goals,Club,Club Origin,World Cup start date
Óscar Córdoba,Colombia,1,GK, (1970-02-03),38,,Boca Juniors,Argentina,1998-06-10
Iván Córdoba,Colombia,2,DF, (1976-08-11),13,,San Lorenzo,Argentina,1998-06-10
Ever Palacios,Colombia,3,DF, (1969-01-18),1,,Deportivo Cali,Colombia,1998-06-10
José Santa,Colombia,4,DF, (1970-11-12),26,,Atlético Nacional,Colombia,1998-06-10
Jorge Bermúdez,Colombia,5,DF, (1971-06-18),15,,Boca Juniors,Argentina,1998-06-10
Mauricio Serna,Colombia,6,MF, (1968-01-22),2,,Boca Juniors,Argentina,1998-06-10
Antony de Ávila,Colombia,7,FW, (1962-12-21),52,,Barcelona,Ecuador,1998-06-10
John Harold Lozano,Colombia,8,MF, (1972-03-30),13,,Valladolid,Spain,1998-06-10
Adolfo Valencia,Colombia,9,FW, (1968-02-06),34,,Independiente Medellín,Colombia,1998-06-10
Carlos Valderrama (captain),Colombia,10,MF, (1961-09-02),108,,Miami Fusion,United States,1998-06-10
Faustino Asprilla,Colombia,11,FW, (1969-11-10),44,,Parma,Italy,1998-06-10
Miguel Calero,Colombia,12,GK, (1971-04-14),5,,Atlético Nacional,Colombia,1998-06-10
Wílmer Cabrera,Colombia,13,DF, (1967-09-15),45,,Millonarios,Colombia,1998-06-10
Jorge Bolaño,Colombia,14,MF, (1977-04-28),0,,Atlético Junior,Colombia,1998-06-10
Víctor Aristizábal,Colombia,15,FW, (1971-12-09),18,,São Paulo,Brazil,1998-06-10
Luis Antonio Moreno,Colombia,16,DF, (1970-12-25),19,,Deportes Tolima,Colombia,1998-06-10
Andrés Estrada,Colombia,17,MF, (1967-11-12),2,,Deportivo Cali,Colombia,1998-06-10
John Wilmar Pérez,Colombia,18,MF, (1970-02-02),5,,Deportivo Cali,Colombia,1998-06-10
Freddy Rincón,Colombia,19,MF, (1966-08-14),75,,Corinthians,Brazil,1998-06-10
Hámilton Ricard,Colombia,20,FW, (1974-01-12),5,,Middlesbrough,England,1998-06-10
Léider Preciado,Colombia,21,FW, (1977-02-26),0,,Santa Fe,Colombia,1998-06-10
Faryd Mondragón,Colombia,22,GK, (1971-06-21),5,,Independiente,Argentina,1998-06-10
