Player,National Team,No.,Pos.,Date of birth (age),Caps,Goals,Club,Club Origin,World Cup start date
Andoni Zubizarreta (captain),Spain,1,GK, (1961-10-23),123,,Valencia,Spain,1998-06-10
Albert Ferrer,Spain,2,DF, (1970-06-06),34,,Barcelona,Spain,1998-06-10
Agustín Aranzábal,Spain,3,DF, (1973-03-15),6,,Real Sociedad,Spain,1998-06-10
Rafael Alkorta,Spain,4,DF, (1968-09-16),48,,Athletic Bilbao,Spain,1998-06-10
Abelardo,Spain,5,DF, (1970-03-19),40,,Barcelona,Spain,1998-06-10
Fernando Hierro,Spain,6,DF, (1968-03-23),55,,Real Madrid,Spain,1998-06-10
Fernando Morientes,Spain,7,FW, (1976-04-05),2,,Real Madrid,Spain,1998-06-10
Julen Guerrero,Spain,8,MF, (1974-01-07),31,,Athletic Bilbao,Spain,1998-06-10
Juan Antonio Pizzi,Spain,9,FW, (1968-06-07),21,,Barcelona,Spain,1998-06-10
Raúl,Spain,10,FW, (1977-06-27),13,,Real Madrid,Spain,1998-06-10
Alfonso,Spain,11,FW, (1972-09-26),26,,Real Betis,Spain,1998-06-10
Sergi,Spain,12,DF, (1971-12-28),33,,Barcelona,Spain,1998-06-10
Santiago Cañizares,Spain,13,GK, (1969-12-18),10,,Real Madrid,Spain,1998-06-10
Iván Campo,Spain,14,DF, (1974-02-21),2,,Mallorca,Spain,1998-06-10
Carlos Aguilera,Spain,15,DF, (1969-05-22),4,,Atlético Madrid,Spain,1998-06-10
Albert Celades,Spain,16,MF, (1975-09-29),1,,Barcelona,Spain,1998-06-10
Joseba Etxeberria,Spain,17,FW, (1977-09-05),4,,Athletic Bilbao,Spain,1998-06-10
Guillermo Amor,Spain,18,MF, (1967-12-04),33,,Barcelona,Spain,1998-06-10
Kiko,Spain,19,FW, (1972-04-26),21,,Atlético Madrid,Spain,1998-06-10
Miguel Ángel Nadal,Spain,20,DF, (1966-07-28),43,,Barcelona,Spain,1998-06-10
Luis Enrique,Spain,21,MF, (1970-05-08),35,,Barcelona,Spain,1998-06-10
José Molina,Spain,22,GK, (1970-08-08),1,,Atlético Madrid,Spain,1998-06-10
