Player,National Team,No.,Pos.,Date of birth (age),Caps,Goals,Club,Club Origin,World Cup start date
Kim Byung-ji,South Korea,1,GK, (1970-04-08),34,,Ulsan Hyundai Horangi,South Korea,1998-06-10
Choi Sung-yong,South Korea,2,MF, (1975-12-25),27,,Sangmu,South Korea,1998-06-10
Lee Lim-saeng,South Korea,3,DF, (1971-11-18),17,,Bucheon SK,South Korea,1998-06-10
Choi Young-il (captain),South Korea,4,DF, (1966-04-25),54,,Busan Daewoo Royals,South Korea,1998-06-10
Lee Min-sung,South Korea,5,DF, (1973-06-23),29,,Busan Daewoo Royals,South Korea,1998-06-10
Yoo Sang-chul,South Korea,6,DF, (1971-10-18),57,,Ulsan Hyundai Horangi,South Korea,1998-06-10
Kim Do-keun,South Korea,7,MF, (1972-03-02),13,,Jeonnam Dragons,South Korea,1998-06-10
Noh Jung-yoon,South Korea,8,MF, (1971-03-28),36,,NAC Breda,Netherlands,1998-06-10
Kim Do-hoon,South Korea,9,FW, (1970-07-21),37,,Vissel Kobe,Japan,1998-06-10
Choi Yong-soo,South Korea,10,FW, (1973-09-10),33,,Sangmu,South Korea,1998-06-10
Seo Jung-won,South Korea,11,FW, (1970-12-17),73,,Strasbourg,France,1998-06-10
Lee Sang-hun,South Korea,12,DF, (1975-10-11),13,,Anyang LG Cheetahs,South Korea,1998-06-10
Kim Tae-young,South Korea,13,DF, (1970-11-08),35,,Jeonnam Dragons,South Korea,1998-06-10
Ko Jong-soo,South Korea,14,MF, (1978-10-30),22,,Suwon Samsung Bluewings,South Korea,1998-06-10
Lee Sang-yoon,South Korea,15,MF, (1969-04-10),28,,Cheonan Ilhwa Chunma,South Korea,1998-06-10
Jang Hyung-seok,South Korea,16,DF, (1972-07-07),7,,Ulsan Hyundai Horangi,South Korea,1998-06-10
Ha Seok-ju,South Korea,17,MF, (1968-02-20),82,,Cerezo Osaka,Japan,1998-06-10
Hwang Sun-hong,South Korea,18,FW, (1968-07-14),78,,Pohang Steelers,South Korea,1998-06-10
Jang Dae-il,South Korea,19,DF, (1975-03-09),14,,Cheonan Ilhwa Chunma,South Korea,1998-06-10
Hong Myung-bo,South Korea,20,DF, (1969-02-12),94,,Bellmare Hiratsuka,Japan,1998-06-10
Lee Dong-gook,South Korea,21,FW, (1979-04-29),0,,Pohang Steelers,South Korea,1998-06-10
Seo Dong-myung,South Korea,22,GK, (1974-05-04),21,,Sangmu,South Korea,1998-06-10
