Player,National Team,No.,Pos.,Date of birth (age),Caps,Goals,Club,Club Origin,World Cup start date
Cláudio Taffarel,Brazil,1,GK, (1966-05-08),94,,Atlético Mineiro,Brazil,1998-06-10
Cafu,Brazil,2,DF, (1970-06-07),64,,Roma,Italy,1998-06-10
Aldair,Brazil,3,DF, (1965-11-30),66,,Roma,Italy,1998-06-10
Júnior Baiano,Brazil,4,DF, (1970-03-14),17,,Flamengo,Brazil,1998-06-10
César Sampaio,Brazil,5,MF, (1968-03-31),34,,Yokohama Flügels,Japan,1998-06-10
Roberto Carlos,Brazil,6,DF, (1973-04-10),46,,Real Madrid,Spain,1998-06-10
Giovanni,Brazil,7,MF, (1972-02-04),14,,Barcelona,Spain,1998-06-10
Dunga (captain),Brazil,8,MF, (1963-10-31),84,,Júbilo Iwata,Japan,1998-06-10
Ronaldo,Brazil,9,FW, (1976-09-22),37,,Inter Milan,Italy,1998-06-10
Rivaldo,Brazil,10,MF, (1972-04-19),15,,Barcelona,Spain,1998-06-10
Emerson,Brazil,11,MF, (1976-04-04),3,,Bayer Leverkusen,Germany,1998-06-10
Carlos Germano,Brazil,12,GK, (1970-08-14),9,,Vasco da Gama,Brazil,1998-06-10
Zé Carlos,Brazil,13,DF, (1968-11-14),0,,São Paulo,Brazil,1998-06-10
Gonçalves,Brazil,14,DF, (1966-02-22),22,,Botafogo,Brazil,1998-06-10
André Cruz,Brazil,15,DF, (1968-09-20),31,,Milan,Italy,1998-06-10
Zé Roberto,Brazil,16,MF, (1974-07-06),20,,Flamengo,Brazil,1998-06-10
Doriva,Brazil,17,MF, (1972-05-28),11,,Porto,Portugal,1998-06-10
Leonardo,Brazil,18,MF, (1969-09-05),45,,Milan,Italy,1998-06-10
Denílson,Brazil,19,MF, (1977-08-24),26,,São Paulo,Brazil,1998-06-10
Bebeto,Brazil,20,FW, (1964-02-16),68,,Botafogo,Brazil,1998-06-10
Edmundo,Brazil,21,FW, (1971-04-02),33,,Fiorentina,Italy,1998-06-10
Dida,Brazil,22,GK, (1973-10-07),15,,Cruzeiro,Brazil,1998-06-10
