Player,National Team,No.,Pos.,Date of birth (age),Caps,Goals,Club,Club Origin,World Cup start date
Bernard Lama,France,1,GK, (1963-04-07),37,,Paris Saint-Germain,France,1998-06-10
Vincent Candela,France,2,DF, (1973-10-24),10,,Roma,Italy,1998-06-10
Bixente Lizarazu,France,3,DF, (1969-12-09),32,,Bayern Munich,Germany,1998-06-10
Patrick Vieira,France,4,MF, (1976-06-23),7,,Arsenal,England,1998-06-10
Laurent Blanc,France,5,DF, (1965-11-19),68,,Marseille,France,1998-06-10
Youri Djorkaeff,France,6,MF, (1968-03-09),37,,Inter Milan,Italy,1998-06-10
Didier Deschamps (captain),France,7,MF, (1968-10-15),69,,Juventus,Italy,1998-06-10
Marcel Desailly,France,8,DF, (1968-09-07),41,,Milan,Italy,1998-06-10
Stéphane Guivarc'h,France,9,FW, (1970-09-06),6,,Auxerre,France,1998-06-10
Zinedine Zidane,France,10,MF, (1972-06-23),33,,Juventus,Italy,1998-06-10
Robert Pires,France,11,MF, (1973-10-29),14,,Metz,France,1998-06-10
Thierry Henry,France,12,FW, (1977-08-17),3,,Monaco,France,1998-06-10
Bernard Diomède,France,13,MF, (1974-01-23),6,,Auxerre,France,1998-06-10
Alain Boghossian,France,14,MF, (1970-10-27),6,,Sampdoria,Italy,1998-06-10
Lilian Thuram,France,15,DF, (1972-01-01),32,,Parma,Italy,1998-06-10
Fabien Barthez,France,16,GK, (1971-06-28),12,,Monaco,France,1998-06-10
Emmanuel Petit,France,17,MF, (1970-09-22),17,,Arsenal,England,1998-06-10
Frank Leboeuf,France,18,DF, (1968-01-22),14,,Chelsea,England,1998-06-10
Christian Karembeu,France,19,MF, (1970-12-03),31,,Real Madrid,Spain,1998-06-10
David Trezeguet,France,20,FW, (1977-10-15),4,,Monaco,France,1998-06-10
Christophe Dugarry,France,21,FW, (1972-03-24),23,,Marseille,France,1998-06-10
Lionel Charbonnier,France,22,GK, (1966-10-25),1,,Auxerre,France,1998-06-10
