Player,National Team,No.,Pos.,Date of birth (age),Caps,Goals,Club,Club Origin,World Cup start date
Ramón Mayeregger,Paraguay,1,GK, (1936-03-05),0,,Nacional,Paraguay,1958-06-08
Edelmiro Arévalo,Paraguay,2,DF, (1929-01-07),0,,Olimpia,Paraguay,1958-06-08
Juan Vicente Lezcano,Paraguay,3,MF, (1937-04-05),?,,Olimpia,Paraguay,1958-06-08
Ignacio Achúcarro,Paraguay,4,DF, (1936-07-31),0,,Olimpia,Paraguay,1958-06-08
Salvador Villalba,Paraguay,5,MF, (1924-08-29),0,,Libertad,Paraguay,1958-06-08
Eligio Echagüe,Paraguay,6,DF, (1938-12-31),0,,Olimpia,Paraguay,1958-06-08
Juan Bautista Agüero (captain),Paraguay,7,FW, (1935-06-24),0,,Olimpia,Paraguay,1958-06-08
José Parodi,Paraguay,8,FW, (1932-08-30),0,,Sportivo Luqueño,Paraguay,1958-06-08
Jorge Lino Romero,Paraguay,9,FW, (1937-09-23),0,,Sol de América,Paraguay,1958-06-08
Oscar Aguilera,Paraguay,10,FW, (1935-03-11),?,,Olimpia,Paraguay,1958-06-08
Florencio Amarilla,Paraguay,11,FW, (1935-01-03),0,,Nacional,Paraguay,1958-06-08
Samuel Aguilar,Paraguay,12,GK, (1933-03-16),0,,Libertad,Paraguay,1958-06-08
Luis Gini,Paraguay,13,DF, (1935-10-31),?,,Sol de América,Paraguay,1958-06-08
Darío Segovia,Paraguay,14,DF, (1932-03-18),?,,Sol de América,Paraguay,1958-06-08
Luis Santos Silva,Paraguay,15,MF,"
",?,,Cerro Porteño,Paraguay,1958-06-08
Claudio Lezcano,Paraguay,16,FW,"
",0,,Olimpia,Paraguay,1958-06-08
Agustín Miranda,Paraguay,17,DF, (1930-01-01),0,,Cerro Porteño,Paraguay,1958-06-08
Gilberto Penayo,Paraguay,18,FW, (1933-04-03),0,,Sol de América,Paraguay,1958-06-08
Eliseo Insfrán,Paraguay,19,FW, (1935-10-27),0,,Guaraní,Paraguay,1958-06-08
José Raúl Aveiro,Paraguay,20,FW, (1936-07-18),?,,Sportivo Luqueño,Paraguay,1958-06-08
Cayetano Ré,Paraguay,21,FW, (1938-02-07),0,,Cerro Porteño,Paraguay,1958-06-08
Eligio Insfrán,Paraguay,22,FW, (1935-10-27),?,,Guaraní,Paraguay,1958-06-08
