Player,National Team,No.,Pos.,Date of birth (age),Caps,Goals,Club,Club Origin,World Cup start date
Castilho,Brazil,1,GK, (1927-11-27),20,,Fluminense,Brazil,1958-06-08
Hilderaldo Bellini (captain),Brazil,2,DF, (1930-06-07),8,,Vasco da Gama,Brazil,1958-06-08
Gilmar,Brazil,3,GK, (1930-08-22),31,,Corinthians,Brazil,1958-06-08
Djalma Santos,Brazil,4,DF, (1929-02-27),47,,Portuguesa,Brazil,1958-06-08
Dino Sani,Brazil,5,MF, (1932-05-23),5,,São Paulo,Brazil,1958-06-08
Didi,Brazil,6,MF, (1928-10-08),41,,Botafogo,Brazil,1958-06-08
Mário Zagallo,Brazil,7,FW, (1931-08-09),3,,Flamengo,Brazil,1958-06-08
Oreco,Brazil,8,MF, (1932-06-13),9,,Corinthians,Brazil,1958-06-08
Zózimo,Brazil,9,MF, (1932-06-19),26,,Bangu,Brazil,1958-06-08
Pelé,Brazil,10,FW, (1940-10-23),5,,Santos,Brazil,1958-06-08
Garrincha,Brazil,11,FW, (1933-10-28),8,,Botafogo,Brazil,1958-06-08
Nílton Santos,Brazil,12,DF, (1925-05-16),46,,Botafogo,Brazil,1958-06-08
Moacir,Brazil,13,MF, (1936-05-18),5,,Flamengo,Brazil,1958-06-08
De Sordi,Brazil,14,DF, (1931-02-14),14,,São Paulo,Brazil,1958-06-08
Orlando,Brazil,15,DF, (1935-09-20),1,,Vasco da Gama,Brazil,1958-06-08
Mauro Ramos,Brazil,16,DF, (1930-08-30),10,,São Paulo,Brazil,1958-06-08
Joel Antônio Martins,Brazil,17,FW, (1931-11-11),11,,Flamengo,Brazil,1958-06-08
José Altafini,Brazil,18,FW, (1938-07-24),5,,Palmeiras,Brazil,1958-06-08
Zito,Brazil,19,MF, (1932-08-18),8,,Santos,Brazil,1958-06-08
Vavá,Brazil,20,FW, (1934-11-12),4,,Vasco da Gama,Brazil,1958-06-08
Dida,Brazil,21,FW, (1934-03-26),3,,Flamengo,Brazil,1958-06-08
Pepe,Brazil,22,FW, (1935-02-25),11,,Santos,Brazil,1958-06-08
