Player,National Team,No.,Pos.,Date of birth (age),Caps,Goals,Club,Club Origin,World Cup start date
Vladimir Beara,Yugoslavia,1,GK, (1928-11-02),53,,Red Star Belgrade,Socialist Federal Republic of Yugoslavia,1958-06-08
Srboljub Krivokuća,Yugoslavia,2,GK, (1928-03-14),4,,Vojvodina Novi Sad,Socialist Federal Republic of Yugoslavia,1958-06-08
Vasilije Šijaković,Yugoslavia,3,DF, (1929-07-31),3,,OFK Belgrade,Socialist Federal Republic of Yugoslavia,1958-06-08
Tomislav Crnković,Yugoslavia,4,DF, (1929-06-17),38,,Dinamo Zagreb,Socialist Federal Republic of Yugoslavia,1958-06-08
Novak Tomić,Yugoslavia,5,DF, (1936-01-07),0,,Red Star Belgrade,Socialist Federal Republic of Yugoslavia,1958-06-08
Branko Zebec (captain),Yugoslavia,6,DF, (1929-05-17),48,,Partizan Belgrade,Socialist Federal Republic of Yugoslavia,1958-06-08
Miloš Milutinović,Yugoslavia,7,FW, (1933-02-05),30,,Partizan Belgrade,Socialist Federal Republic of Yugoslavia,1958-06-08
Dobrosav Krstić,Yugoslavia,8,MF, (1932-02-05),22,,Vojvodina Novi Sad,Socialist Federal Republic of Yugoslavia,1958-06-08
Vujadin Boškov,Yugoslavia,9,MF, (1931-05-16),53,,Vojvodina Novi Sad,Socialist Federal Republic of Yugoslavia,1958-06-08
Ivan Šantek,Yugoslavia,10,MF, (1932-04-23),5,,Dinamo Zagreb,Socialist Federal Republic of Yugoslavia,1958-06-08
Vladimir Popović,Yugoslavia,11,DF, (1935-03-17),1,,Red Star Belgrade,Socialist Federal Republic of Yugoslavia,1958-06-08
Aleksandar Petaković,Yugoslavia,12,FW, (1930-02-06),11,,Radnički Belgrade,Socialist Federal Republic of Yugoslavia,1958-06-08
Todor Veselinović,Yugoslavia,13,FW, (1930-10-22),26,,Vojvodina Novi Sad,Socialist Federal Republic of Yugoslavia,1958-06-08
Milorad Milutinović,Yugoslavia,14,DF, (1935-03-10),0,,Partizan Belgrade,Socialist Federal Republic of Yugoslavia,1958-06-08
Dragoslav Šekularac,Yugoslavia,15,MF, (1937-11-08),5,,Red Star Belgrade,Socialist Federal Republic of Yugoslavia,1958-06-08
Ilijas Pašić,Yugoslavia,16,FW, (1934-05-10),7,,Željezničar Sarajevo,Socialist Federal Republic of Yugoslavia,1958-06-08
Zdravko Rajkov,Yugoslavia,17,MF, (1927-12-05),24,,Vojvodina Novi Sad,Socialist Federal Republic of Yugoslavia,1958-06-08
Luka Lipošinović,Yugoslavia,18,FW, (1933-05-12),6,,Dinamo Zagreb,Socialist Federal Republic of Yugoslavia,1958-06-08
Radivoje Ognjanović,Yugoslavia,19,FW, (1933-07-01),1,,Radnički Belgrade,Socialist Federal Republic of Yugoslavia,1958-06-08
Gordan Irović,Yugoslavia,20,GK, (1934-07-02),0,,Dinamo Zagreb,Socialist Federal Republic of Yugoslavia,1958-06-08
Nikola Radović,Yugoslavia,21,DF, (1933-03-10),3,,Red Star Belgrade,Socialist Federal Republic of Yugoslavia,1958-06-08
Dražan Jerković,Yugoslavia,22,FW, (1936-08-06),1,,Dinamo Zagreb,Socialist Federal Republic of Yugoslavia,1958-06-08
