Player,National Team,No.,Pos.,Date of birth (age),Caps,Goals,Club,Club Origin,World Cup start date
Imrich Stacho,Czechoslovakia,1,GK, (1931-11-04),14,,FC Spartak Trnava,Czechoslovakia,1958-06-08
Gustav Mráz,Czechoslovakia,2,DF, (1934-09-11),2,,CH Bratislava,Czechoslovakia,1958-06-08
Jiří Čadek,Czechoslovakia,3,MF, (1935-12-07),2,,Dukla Prague,Czechoslovakia,1958-06-08
Ladislav Novák (captain),Czechoslovakia,4,DF, (1931-12-05),33,,Dukla Prague,Czechoslovakia,1958-06-08
Josef Masopust,Czechoslovakia,5,MF, (1931-02-09),18,,Dukla Prague,Czechoslovakia,1958-06-08
Svatopluk Pluskal,Czechoslovakia,6,DF, (1930-10-28),19,,Dukla Prague,Czechoslovakia,1958-06-08
Kazimír Gajdoš,Czechoslovakia,7,FW, (1934-03-28),4,,CH Bratislava,Czechoslovakia,1958-06-08
Milan Dvořák,Czechoslovakia,8,FW, (1934-11-19),6,,Dukla Prague,Czechoslovakia,1958-06-08
Pavol Molnár,Czechoslovakia,9,FW, (1936-02-13),7,,CH Bratislava,Czechoslovakia,1958-06-08
Jaroslav Borovička,Czechoslovakia,10,FW, (1931-01-26),15,,Dukla Prague,Czechoslovakia,1958-06-08
Tadeáš Kraus,Czechoslovakia,11,FW, (1932-10-22),21,,Spartak Praha Sokolovo,Czechoslovakia,1958-06-08
Zdeněk Zikán,Czechoslovakia,12,FW, (1937-11-10),1,,Dukla Pardubice,Czechoslovakia,1958-06-08
Václav Hovorka,Czechoslovakia,13,FW, (1931-09-19),1,,Dynamo Praha,Czechoslovakia,1958-06-08
Jiří Feureisl,Czechoslovakia,14,FW, (1931-10-03),8,,Slavia Karlovy Vary,Czechoslovakia,1958-06-08
Jan Hertl,Czechoslovakia,15,FW, (1929-01-23),22,,Spartak Praha Sokolovo,Czechoslovakia,1958-06-08
Ján Popluhár,Czechoslovakia,16,DF, (1935-09-12),0,,ŠK Slovan Bratislava,Czechoslovakia,1958-06-08
Titus Buberník,Czechoslovakia,17,DF, (1933-10-12),0,,CH Bratislava,Czechoslovakia,1958-06-08
Adolf Scherer,Czechoslovakia,18,MF, (1938-05-05),0,,CH Bratislava,Czechoslovakia,1958-06-08
Břetislav Dolejší,Czechoslovakia,19,GK, (1928-09-26),13,,Dynamo Praha,Czechoslovakia,1958-06-08
Anton Moravčík,Czechoslovakia,20,MF, (1931-06-03),19,,ŠK Slovan Bratislava,Czechoslovakia,1958-06-08
František Šafránek,Czechoslovakia,21,DF, (1931-01-02),13,,Dukla Prague,Czechoslovakia,1958-06-08
Viliam Schrojf,Czechoslovakia,22,GK, (1931-08-02),7,,ŠK Slovan Bratislava,Czechoslovakia,1958-06-08
