Player,National Team,No.,Pos.,Date of birth (age),Caps,Goals,Club,Club Origin,World Cup start date
Fritz Herkenrath,West Germany,1,GK, (1928-09-09),15,,Rot-Weiss Essen,West Germany,1958-06-08
Herbert Erhardt,West Germany,2,DF, (1930-07-06),17,,SpVgg Fürth,West Germany,1958-06-08
Erich Juskowiak,West Germany,3,DF, (1926-09-07),20,,Fortuna Düsseldorf,West Germany,1958-06-08
Horst Eckel,West Germany,4,MF, (1932-02-08),27,,1. FC Kaiserslautern,West Germany,1958-06-08
Heinz Wewers,West Germany,5,DF, (1927-07-27),11,,Rot-Weiss Essen,West Germany,1958-06-08
Horst Szymaniak,West Germany,6,MF, (1934-08-29),9,,Wuppertaler SV,West Germany,1958-06-08
Georg Stollenwerk,West Germany,7,DF, (1930-12-19),8,,1. FC Köln,West Germany,1958-06-08
Helmut Rahn,West Germany,8,FW, (1929-08-16),22,,Rot-Weiss Essen,West Germany,1958-06-08
Fritz Walter,West Germany,9,MF, (1920-10-31),56,,1. FC Kaiserslautern,West Germany,1958-06-08
Aki Schmidt,West Germany,10,MF, (1935-09-05),7,,BV Borussia Dortmund,West Germany,1958-06-08
Hans Schäfer (captain),West Germany,11,FW, (1927-10-19),27,,1. FC Köln,West Germany,1958-06-08
Uwe Seeler,West Germany,12,FW, (1936-11-05),4,,Hamburger SV,West Germany,1958-06-08
Bernhard Klodt,West Germany,13,FW, (1926-10-26),16,,FC Schalke 04,West Germany,1958-06-08
Hans Cieslarczyk,West Germany,14,FW, (1937-05-03),3,,SV Sodingen,West Germany,1958-06-08
Alfred Kelbassa,West Germany,15,FW, (1925-04-21),5,,BV Borussia Dortmund,West Germany,1958-06-08
Hans Sturm,West Germany,16,FW, (1935-09-03),1,,1. FC Köln,West Germany,1958-06-08
Karl-Heinz Schnellinger,West Germany,17,DF, (1939-03-31),1,,SG Düren 99,West Germany,1958-06-08
Rudi Hoffmann*,West Germany,18,MF, (1935-02-11),1,,VfB Stuttgart,West Germany,1958-06-08
Wolfgang Peters*,West Germany,19,MF, (1929-01-08),1,,BV Borussia Dortmund,West Germany,1958-06-08
Hermann Nuber*,West Germany,20,DF, (1935-10-10),0,,Kickers Offenbach,West Germany,1958-06-08
Günter Sawitzki*,West Germany,21,GK, (1932-11-22),4,,VfB Stuttgart,West Germany,1958-06-08
Heinz Kwiatkowski,West Germany,22,GK, (1926-07-16),3,,BV Borussia Dortmund,West Germany,1958-06-08
