Player,National Team,No.,Pos.,Date of birth (age),Caps,Goals,Club,Club Origin,World Cup start date
Colin McDonald,England,1,GK, (1930-10-15),1,,Burnley,England,1958-06-08
Don Howe,England,2,DF, (1935-10-12),7,,West Bromwich Albion,England,1958-06-08
Tommy Banks,England,3,DF, (1929-11-10),1,,Bolton Wanderers,England,1958-06-08
Eddie Clamp,England,4,MF, (1934-09-14),1,,Wolverhampton Wanderers,England,1958-06-08
Billy Wright (captain),England,5,DF, (1924-02-06),92,,Wolverhampton Wanderers,England,1958-06-08
Bill Slater,England,6,MF, (1927-04-29),6,,Wolverhampton Wanderers,England,1958-06-08
Bryan Douglas,England,7,FW, (1934-05-27),7,,Blackburn Rovers,England,1958-06-08
Bobby Robson,England,8,FW, (1933-02-18),2,,West Bromwich Albion,England,1958-06-08
Derek Kevan,England,9,FW, (1935-03-06),7,,West Bromwich Albion,England,1958-06-08
Johnny Haynes,England,10,FW, (1934-10-17),20,,Fulham,England,1958-06-08
Tom Finney,England,11,FW, (1922-04-05),73,,Preston North End,England,1958-06-08
Eddie Hopkinson,England,12,GK, (1935-10-29),6,,Bolton Wanderers,England,1958-06-08
Alan Hodgkinson*,England,13,GK, (1936-08-16),4,,Sheffield United,England,1958-06-08
Peter Sillett,England,14,DF, (1933-02-01),3,,Chelsea,England,1958-06-08
Ronnie Clayton,England,15,MF, (1934-08-05),20,,Blackburn Rovers,England,1958-06-08
Maurice Norman,England,16,DF, (1934-05-08),0,,Tottenham Hotspur,England,1958-06-08
Peter Brabrook,England,17,FW, (1937-11-08),0,,Chelsea,England,1958-06-08
Peter Broadbent,England,18,FW, (1933-05-15),0,,Wolverhampton Wanderers,England,1958-06-08
Bobby Smith,England,19,FW, (1933-02-22),0,,Tottenham Hotspur,England,1958-06-08
Bobby Charlton,England,20,FW, (1937-10-11),3,,Manchester United,England,1958-06-08
Alan A'Court,England,21,FW, (1934-09-30),1,,Liverpool,England,1958-06-08
Maurice Setters*,England,22,MF, (1936-12-16),0,,West Bromwich Albion,England,1958-06-08
