Player,National Team,No.,Pos.,Date of birth (age),Caps,Goals,Club,Club Origin,World Cup start date
Claude Abbes,France,1,GK, (1927-05-24),3,,Saint-Ètienne,France,1958-06-08
Dominique Colonna,France,2,GK, (1928-09-04),3,,Stade de Reims,France,1958-06-08
François Remetter,France,3,GK, (1928-08-08),23,,Girondins de Bordeaux,France,1958-06-08
Raymond Kaelbel,France,4,DF, (1932-01-31),17,,AS Monaco,France,1958-06-08
André Lerond,France,5,DF, (1930-12-06),4,,Olympique de Lyon,France,1958-06-08
Roger Marche (captain),France,6,DF, (1924-03-05),55,,RC Paris,France,1958-06-08
Robert Mouynet,France,7,DF, (1930-03-25),0,,Olympique de Lyon,France,1958-06-08
Bernard Chiarelli,France,8,MF, (1934-02-24),1,,Valenciennes,France,1958-06-08
Kazimir Hnatow,France,9,MF, (1929-01-09),0,,Angers,France,1958-06-08
Robert Jonquet,France,10,MF, (1925-05-03),46,,Stade de Reims,France,1958-06-08
Maurice Lafont,France,11,MF, (1927-09-13),0,,Nimes,France,1958-06-08
Jean-Jacques Marcel,France,12,MF, (1931-06-13),25,,Marseille,France,1958-06-08
Armand Penverne,France,13,DF, (1926-11-26),26,,Stade de Reims,France,1958-06-08
Raymond Bellot,France,14,MF, (1929-06-09),0,,AS Monaco,France,1958-06-08
Stéphane Bruey,France,15,FW, (1932-12-11),2,,Angers,France,1958-06-08
Yvon Douis,France,16,FW, (1935-05-16),3,,Lille,France,1958-06-08
Just Fontaine,France,17,FW, (1933-08-18),5,,Stade de Reims,France,1958-06-08
Raymond Kopa,France,18,MF, (1931-10-13),24,,Real Madrid,Spain,1958-06-08
Célestin Oliver,France,19,MF, (1930-07-12),5,,UA Sedan-Torcy,France,1958-06-08
Roger Piantoni,France,20,FW, (1931-12-26),25,,Stade de Reims,France,1958-06-08
Jean Vincent,France,21,FW, (1930-11-29),22,,Stade de Reims,France,1958-06-08
Maryan Wisnieski,France,22,FW, (1937-02-01),9,,Lens,France,1958-06-08
