Player,National Team,No.,Pos.,Date of birth (age),Caps,Goals,Club,Club Origin,World Cup start date
Gyula Grosics,Hungary,1,GK, (1926-02-04),52,,Tatabányai Bányász SE,Hungary,1958-06-08
Sándor Mátrai,Hungary,2,DF, (1932-11-20),10,,Ferencvárosi TC,Hungary,1958-06-08
Ferenc Sipos,Hungary,3,DF, (1932-12-13),7,,MTK FC,Hungary,1958-06-08
László Sárosi,Hungary,4,DF, (1932-02-27),5,,Vasas SC,Hungary,1958-06-08
József Bozsik,Hungary,5,DF, (1925-11-28),88,,Budapest Honvéd FC,Hungary,1958-06-08
Pál Berendy,Hungary,6,MF, (1932-11-30),15,,Vasas SC,Hungary,1958-06-08
László Budai,Hungary,7,MF, (1928-07-19),31,,Budapest Honvéd FC,Hungary,1958-06-08
Lajos Tichy,Hungary,8,FW, (1935-03-21),19,,Budapest Honvéd FC,Hungary,1958-06-08
Nándor Hidegkuti (captain),Hungary,9,FW, (1922-03-03),67,,MTK FC,Hungary,1958-06-08
Dezső Bundzsák,Hungary,10,FW, (1928-05-03),6,,Vasas SC,Hungary,1958-06-08
Károly Sándor,Hungary,11,FW, (1928-11-29),29,,MTK FC,Hungary,1958-06-08
Béla Kárpáti,Hungary,12,DF, (1929-09-30),17,,Vasas SC,Hungary,1958-06-08
Oszkár Szigeti,Hungary,13,DF, (1933-09-10),1,,Diósgyőri VTK,Hungary,1958-06-08
Ferenc Szojka,Hungary,14,FW, (1931-04-07),23,,Salgótarjáni BTC,Hungary,1958-06-08
Antal Kotász,Hungary,15,MF, (1929-09-01),15,,Budapest Honvéd FC,Hungary,1958-06-08
László Lachos,Hungary,16,FW, (1933-01-17),0,,Tatabányai Bányász SE,Hungary,1958-06-08
Mihály Vasas,Hungary,17,FW, (1933-09-14),1,,Salgótarjáni BTC,Hungary,1958-06-08
Tivadar Monostori,Hungary,18,FW, (1936-08-24),1,,Dorogi Bányász,Hungary,1958-06-08
Zoltán Friedmanszky,Hungary,19,FW, (1934-10-22),0,,Ferencvárosi TC,Hungary,1958-06-08
József Bencsics,Hungary,20,FW, (1933-08-06),1,,Újpesti Dózsa,Hungary,1958-06-08
Máté Fenyvesi,Hungary,21,FW, (1933-09-20),18,,Ferencvárosi TC,Hungary,1958-06-08
István Ilku,Hungary,22,GK, (1933-03-06),4,,Dorogi Bányász,Hungary,1958-06-08
