Player,National Team,No.,Pos.,Date of birth (age),Caps,Goals,Club,Club Origin,World Cup start date
Jack Kelsey,Wales,1,GK, (1929-11-19),20,,Arsenal,England,1958-06-08
Stuart Williams,Wales,2,DF, (1930-07-09),11,,West Bromwich Albion,England,1958-06-08
Mel Hopkins,Wales,3,DF, (1934-11-07),13,,Tottenham Hotspur,England,1958-06-08
Derrick Sullivan,Wales,4,DF, (1930-08-10),9,,Cardiff City,Wales,1958-06-08
Mel Charles,Wales,5,MF, (1935-05-14),14,,Swansea Town,Wales,1958-06-08
Dave Bowen (captain),Wales,6,MF, (1928-06-07),11,,Arsenal,England,1958-06-08
Terry Medwin,Wales,7,FW, (1932-09-25),14,,Tottenham Hotspur,England,1958-06-08
Ron Hewitt,Wales,8,FW, (1928-06-21),2,,Cardiff City,Wales,1958-06-08
John Charles,Wales,9,FW, (1931-12-27),25,,Juventus,Italy,1958-06-08
Ivor Allchurch,Wales,10,FW, (1929-10-16),30,,Swansea Town,Wales,1958-06-08
Cliff Jones,Wales,11,FW, (1935-02-07),17,,Tottenham Hotspur,England,1958-06-08
Ken Jones,Wales,12,GK, (1936-01-02),0,,Cardiff City,Wales,1958-06-08
Graham Vearncombe,Wales,13,GK, (1934-03-28),1,,Cardiff City,Wales,1958-06-08
Trevor Edwards,Wales,14,DF, (1937-01-24),2,,Charlton Athletic,England,1958-06-08
Colin Baker,Wales,15,DF, (1934-12-18),0,,Cardiff City,Wales,1958-06-08
Vic Crowe,Wales,16,MF, (1932-01-31),0,,Aston Villa,England,1958-06-08
Ken Leek,Wales,17,FW, (1935-07-26),0,,Leicester City,England,1958-06-08
Roy Vernon,Wales,18,FW, (1937-04-14),7,,Blackburn Rovers,England,1958-06-08
Colin Webster,Wales,19,FW, (1932-07-17),1,,Manchester United,England,1958-06-08
John Elsworthy,Wales,20,MF, (1931-07-26),0,,Ipswich Town,England,1958-06-08
Len Allchurch,Wales,21,MF, (1933-09-12),6,,Swansea Town,Wales,1958-06-08
George Baker,Wales,22,MF, (1936-04-06),0,,Plymouth Argyle,England,1958-06-08
