Player,National Team,No.,Pos.,Date of birth (age),Caps,Goals,Club,Club Origin,World Cup start date
Amadeo Carrizo,Argentina,1,GK, (1926-06-12),12,,River Plate,Argentina,1958-06-08
Pedro Dellacha (captain),Argentina,2,DF, (1926-07-09),32,,Racing,Argentina,1958-06-08
Federico Vairo,Argentina,3,DF, (1930-01-27),38,,River Plate,Argentina,1958-06-08
Juan Francisco Lombardo,Argentina,4,DF, (1925-06-11),27,,Boca Juniors,Argentina,1958-06-08
Néstor Rossi,Argentina,5,MF, (1925-05-10),23,,River Plate,Argentina,1958-06-08
José Varacka,Argentina,6,MF, (1932-05-27),6,,Independiente,Argentina,1958-06-08
Oreste Corbatta,Argentina,7,FW, (1936-03-11),24,,Racing,Argentina,1958-06-08
Eliseo Prado,Argentina,8,FW, (1929-09-17),6,,River Plate,Argentina,1958-06-08
Norberto Menéndez,Argentina,9,FW, (1936-12-14),7,,River Plate,Argentina,1958-06-08
Alfredo Rojas,Argentina,10,FW, (1937-02-20),2,,Lanús,Argentina,1958-06-08
Ángel Labruna,Argentina,11,FW, (1918-09-28),35,,River Plate,Argentina,1958-06-08
Julio Musimessi,Argentina,12,GK, (1924-07-09),16,,Boca Juniors,Argentina,1958-06-08
Alfredo Pérez,Argentina,13,DF, (1929-04-10),3,,River Plate,Argentina,1958-06-08
Federico Edwards,Argentina,14,DF, (1931-01-25),0,,Boca Juniors,Argentina,1958-06-08
David Acevedo,Argentina,15,DF, (1937-02-20),0,,Independiente,Argentina,1958-06-08
Eliseo Mouriño,Argentina,16,MF, (1927-06-03),19,,Boca Juniors,Argentina,1958-06-08
José Ramos Delgado,Argentina,17,DF, (1935-08-25),1,,Lanús,Argentina,1958-06-08
Norberto Boggio,Argentina,18,FW, (1931-08-11),1,,San Lorenzo,Argentina,1958-06-08
Ludovico Avio,Argentina,19,FW, (1932-10-06),0,,Vélez Sarsfield,Argentina,1958-06-08
Ricardo Infante,Argentina,20,FW, (1924-06-21),4,,Estudiantes (LP),Argentina,1958-06-08
José Sanfilippo,Argentina,21,FW, (1935-05-04),10,,San Lorenzo,Argentina,1958-06-08
Osvaldo Cruz,Argentina,22,FW, (1931-05-29),23,,Independiente,Argentina,1958-06-08
