Player,National Team,No.,Pos.,Date of birth (age),Caps,Goals,Club,Club Origin,World Cup start date
Pablo Larios,Mexico,1,GK, (1960-07-31),31,,Cruz Azul,Mexico,1986-05-31
Mario Trejo,Mexico,2,DF, (1956-02-11),50,,América,Mexico,1986-05-31
Fernando Quirarte,Mexico,3,DF, (1956-05-17),30,,Guadalajara,Mexico,1986-05-31
Armando Manzo,Mexico,4,DF, (1958-10-16),35,,América,Mexico,1986-05-31
Francisco Javier Cruz,Mexico,5,FW, (1966-05-24),2,,Monterrey,Mexico,1986-05-31
Carlos de los Cobos,Mexico,6,MF, (1958-12-10),23,,América,Mexico,1986-05-31
Miguel España,Mexico,7,MF, (1961-04-04),35,,UNAM Pumas,Mexico,1986-05-31
Alejandro Domínguez,Mexico,8,MF, (1961-02-09),15,,América,Mexico,1986-05-31
Hugo Sánchez,Mexico,9,FW, (1958-07-11),37,,Real Madrid,Spain,1986-05-31
Tomás Boy (Captain),Mexico,10,MF, (1951-06-28),42,,Tigres,Mexico,1986-05-31
Carlos Hermosillo,Mexico,11,FW, (1964-08-24),18,,América,Mexico,1986-05-31
Ignacio Rodríguez,Mexico,12,GK, (1956-08-13),11,,Atlante,Mexico,1986-05-31
Javier Aguirre,Mexico,13,MF, (1958-12-01),43,,Atlante,Mexico,1986-05-31
Felix Cruz,Mexico,14,DF, (1961-04-04),32,,UNAM Pumas,Mexico,1986-05-31
Luis Flores,Mexico,15,FW, (1962-08-08),34,,UNAM Pumas,Mexico,1986-05-31
Carlos Muñoz,Mexico,16,MF, (1962-09-08),32,,Tigres,Mexico,1986-05-31
Raúl Servín,Mexico,17,DF, (1963-04-29),20,,UNAM Pumas,Mexico,1986-05-31
Rafael Amador,Mexico,18,DF, (1959-02-16),25,,UNAM Pumas,Mexico,1986-05-31
Javier Hernández,Mexico,19,MF, (1961-08-01),19,,Tecos,Mexico,1986-05-31
Olaf Heredia,Mexico,20,GK, (1957-10-19),17,,Tigres,Mexico,1986-05-31
Cristóbal Ortega,Mexico,21,FW, (1956-07-25),24,,América,Mexico,1986-05-31
Manuel Negrete,Mexico,22,MF, (1959-05-15),41,,UNAM Pumas,Mexico,1986-05-31
