Player,National Team,No.,Pos.,Date of birth (age),Caps,Goals,Club,Club Origin,World Cup start date
Giovanni Galli,Italy,1,GK, (1958-04-29),15,,Fiorentina,Italy,1986-05-31
Giuseppe Bergomi,Italy,2,DF, (1963-12-22),28,,Internazionale,Italy,1986-05-31
Antonio Cabrini,Italy,3,DF, (1957-10-08),64,,Juventus,Italy,1986-05-31
Fulvio Collovati,Italy,4,DF, (1957-05-09),49,,Internazionale,Italy,1986-05-31
Sebastiano Nela,Italy,5,DF, (1961-03-13),2,,Roma,Italy,1986-05-31
Gaetano Scirea,Italy,6,DF, (1953-05-25),74,,Juventus,Italy,1986-05-31
Roberto Tricella,Italy,7,DF, (1959-03-18),6,,Hellas Verona,Italy,1986-05-31
Pietro Vierchowod,Italy,8,DF, (1959-04-06),23,,Sampdoria,Italy,1986-05-31
Carlo Ancelotti,Italy,9,MF, (1959-06-10),11,,Roma,Italy,1986-05-31
Salvatore Bagni,Italy,10,MF, (1956-09-25),26,,Napoli,Italy,1986-05-31
Giuseppe Baresi,Italy,11,MF, (1958-02-07),15,,Internazionale,Italy,1986-05-31
Franco Tancredi,Italy,12,GK, (1955-01-10),12,,Roma,Italy,1986-05-31
Fernando De Napoli,Italy,13,MF, (1964-03-15),1,,Avellino,Italy,1986-05-31
Antonio Di Gennaro,Italy,14,MF, (1958-10-05),11,,Hellas Verona,Italy,1986-05-31
Marco Tardelli (Captain),Italy,15,MF, (1954-09-24),81,,Internazionale,Italy,1986-05-31
Bruno Conti,Italy,16,FW, (1955-03-13),43,,Roma,Italy,1986-05-31
Gianluca Vialli,Italy,17,FW, (1964-07-09),4,,Sampdoria,Italy,1986-05-31
Alessandro Altobelli,Italy,18,FW, (1955-11-28),39,,Internazionale,Italy,1986-05-31
Giuseppe Galderisi,Italy,19,FW, (1963-03-22),6,,Hellas Verona,Italy,1986-05-31
Paolo Rossi,Italy,20,FW, (1956-09-23),48,,Milan,Italy,1986-05-31
Aldo Serena,Italy,21,FW, (1960-06-25),5,,Juventus,Italy,1986-05-31
Walter Zenga,Italy,22,GK, (1960-04-30),0,,Internazionale,Italy,1986-05-31
