Player,National Team,No.,Pos.,Date of birth (age),Caps,Goals,Club,Club Origin,World Cup start date
Manuel Bento (Captain),Portugal,1,GK, (1948-06-25),62,,Benfica,Portugal,1986-05-31
João Pinto,Portugal,2,DF, (1961-11-21),22,,Porto,Portugal,1986-05-31
António Sousa,Portugal,3,MF, (1957-04-28),17,,Sporting CP,Portugal,1986-05-31
José Ribeiro,Portugal,4,MF, (1957-11-02),2,,Boavista,Portugal,1986-05-31
Álvaro,Portugal,5,DF, (1961-01-03),11,,Benfica,Portugal,1986-05-31
Carlos Manuel,Portugal,6,MF, (1958-01-15),39,,Benfica,Portugal,1986-05-31
Jaime Pacheco,Portugal,7,MF, (1958-07-22),21,,Sporting CP,Portugal,1986-05-31
Frederico,Portugal,8,DF, (1957-04-06),5,,Boavista,Portugal,1986-05-31
Fernando Gomes,Portugal,9,FW, (1956-11-22),42,,Porto,Portugal,1986-05-31
Paulo Futre,Portugal,10,FW, (1966-02-28),10,,Porto,Portugal,1986-05-31
Fernando Bandeirinha,Portugal,11,DF, (1962-11-26),0,,Académica de Coimbra,Portugal,1986-05-31
Jorge Martins,Portugal,12,GK, (1954-08-22),0,,Belenenses,Portugal,1986-05-31
António Morato,Portugal,13,DF, (1964-11-06),4,,Sporting CP,Portugal,1986-05-31
Jaime Magalhães,Portugal,14,MF, (1962-07-10),7,,Porto,Portugal,1986-05-31
António Oliveira,Portugal,15,DF, (1958-06-08),1,,Benfica,Portugal,1986-05-31
José António,Portugal,16,DF, (1957-10-29),2,,Belenenses,Portugal,1986-05-31
Diamantino,Portugal,17,MF, (1959-08-03),19,,Benfica,Portugal,1986-05-31
Luís Sobrinho,Portugal,18,DF, (1961-05-05),0,,Belenenses,Portugal,1986-05-31
Rui Águas,Portugal,19,FW, (1960-04-28),3,,Benfica,Portugal,1986-05-31
Augusto Inácio,Portugal,20,DF, (1955-02-01),22,,Porto,Portugal,1986-05-31
António André,Portugal,21,MF, (1957-12-24),5,,Porto,Portugal,1986-05-31
Vítor Damas,Portugal,22,GK, (1947-10-08),27,,Sporting CP,Portugal,1986-05-31
