Player,National Team,No.,Pos.,Date of birth (age),Caps,Goals,Club,Club Origin,World Cup start date
Troels Rasmussen,Denmark,1,GK, (1961-07-04),15,,AGF,Denmark,1986-05-31
John Sivebæk,Denmark,2,DF, (1961-10-25),36,,Manchester United,England,1986-05-31
Søren Busk,Denmark,3,DF, (1953-04-10),46,,MVV,Netherlands,1986-05-31
Morten Olsen (Captain),Denmark,4,DF, (1949-08-14),79,,Anderlecht,Belgium,1986-05-31
Ivan Nielsen,Denmark,5,DF, (1956-10-09),31,,Feyenoord,Netherlands,1986-05-31
Søren Lerby,Denmark,6,MF, (1958-02-01),51,,Bayern Munich,West Germany,1986-05-31
Jan Mølby,Denmark,7,MF, (1963-07-04),20,,Liverpool,England,1986-05-31
Jesper Olsen,Denmark,8,FW, (1961-03-20),26,,Manchester United,England,1986-05-31
Klaus Berggreen,Denmark,9,MF, (1958-02-03),32,,Pisa,Italy,1986-05-31
Preben Elkjær,Denmark,10,FW, (1957-09-11),56,,Hellas Verona,Italy,1986-05-31
Michael Laudrup,Denmark,11,MF, (1964-06-15),30,,Juventus,Italy,1986-05-31
Jens Jørn Bertelsen,Denmark,12,MF, (1952-02-15),58,,Aarau,Switzerland,1986-05-31
Per Frimann,Denmark,13,MF, (1962-06-04),10,,Anderlecht,Belgium,1986-05-31
Allan Simonsen,Denmark,14,FW, (1952-12-15),53,,Vejle,Denmark,1986-05-31
Frank Arnesen,Denmark,15,MF, (1956-09-30),45,,PSV,Netherlands,1986-05-31
Ole Qvist,Denmark,16,GK, (1950-02-25),38,,KB,Denmark,1986-05-31
Kent Nielsen,Denmark,17,DF, (1961-12-28),4,,Brønshøj,Denmark,1986-05-31
Flemming Christensen,Denmark,18,FW, (1958-04-10),10,,Lyngby,Denmark,1986-05-31
John Eriksen,Denmark,19,FW, (1957-11-20),5,,Feyenoord,Netherlands,1986-05-31
Jan Bartram,Denmark,20,MF, (1962-03-06),3,,AGF,Denmark,1986-05-31
Henrik Andersen,Denmark,21,DF, (1965-05-07),6,,Anderlecht,Belgium,1986-05-31
Lars Høgh,Denmark,22,GK, (1959-01-14),3,,Odense,Denmark,1986-05-31
