Player,National Team,No.,Pos.,Date of birth (age),Caps,Goals,Club,Club Origin,World Cup start date
Józef Młynarczyk,Poland,1,GK, (1953-09-20),38,,Porto,Portugal,1986-05-31
Kazimierz Przybyś,Poland,2,DF, (1960-07-11),9,,Widzew Łódź,Poland,1986-05-31
Władysław Żmuda,Poland,3,DF, (1954-06-06),90,,Cremonese,Italy,1986-05-31
Marek Ostrowski,Poland,4,DF, (1959-11-22),26,,Pogoń Szczecin,Poland,1986-05-31
Roman Wójcicki,Poland,5,DF, (1958-01-08),49,,Widzew Łódź,Poland,1986-05-31
Waldemar Matysik,Poland,6,MF, (1961-09-27),42,,Górnik Zabrze,Poland,1986-05-31
Ryszard Tarasiewicz,Poland,7,MF, (1962-04-27),12,,Śląsk Wrocław,Poland,1986-05-31
Jan Urban,Poland,8,FW, (1962-05-14),13,,Górnik Zabrze,Poland,1986-05-31
Jan Karaś,Poland,9,MF, (1959-03-17),6,,Legia Warsaw,Poland,1986-05-31
Stefan Majewski,Poland,10,DF, (1956-01-31),36,,1. FC Kaiserslautern,West Germany,1986-05-31
Włodzimierz Smolarek,Poland,11,MF, (1957-07-16),48,,Widzew Łódź,Poland,1986-05-31
Jacek Kazimierski,Poland,12,GK, (1959-08-17),16,,Legia Warsaw,Poland,1986-05-31
Ryszard Komornicki,Poland,13,MF, (1959-08-14),14,,Górnik Zabrze,Poland,1986-05-31
Dariusz Kubicki,Poland,14,DF, (1963-06-06),11,,Legia Warsaw,Poland,1986-05-31
Andrzej Buncol,Poland,15,MF, (1959-09-21),49,,Legia Warsaw,Poland,1986-05-31
Andrzej Pałasz,Poland,16,MF, (1960-07-22),34,,Górnik Zabrze,Poland,1986-05-31
Andrzej Zgutczyński,Poland,17,FW, (1958-01-01),4,,Górnik Zabrze,Poland,1986-05-31
Krzysztof Pawlak,Poland,18,DF, (1958-02-12),22,,Lech Poznań,Poland,1986-05-31
Józef Wandzik,Poland,19,GK, (1963-08-13),3,,Górnik Zabrze,Poland,1986-05-31
Zbigniew Boniek (Captain),Poland,20,MF, (1956-03-03),74,,Roma,Italy,1986-05-31
Dariusz Dziekanowski,Poland,21,FW, (1962-09-30),33,,Legia Warsaw,Poland,1986-05-31
Jan Furtok,Poland,22,FW, (1962-03-09),4,,GKS Katowice,Poland,1986-05-31
