Player,National Team,No.,Pos.,Date of birth (age),Caps,Goals,Club,Club Origin,World Cup start date
Rodolfo Rodríguez,Uruguay,1,GK, (1956-01-20),78,,Santos,Brazil,1986-05-31
Nelson Gutiérrez,Uruguay,2,DF, (1962-04-13),31,,River Plate,Argentina,1986-05-31
Eduardo Mario Acevedo,Uruguay,3,DF, (1959-09-25),37,,Defensor Sporting,Uruguay,1986-05-31
Víctor Diogo,Uruguay,4,DF, (1958-04-09),31,,Palmeiras,Brazil,1986-05-31
Miguel Bossio,Uruguay,5,MF, (1960-02-10),27,,Peñarol,Uruguay,1986-05-31
José Batista,Uruguay,6,DF, (1962-03-06),8,,Deportivo Español,Argentina,1986-05-31
Antonio Alzamendi,Uruguay,7,FW, (1956-06-07),6,,River Plate,Argentina,1986-05-31
Jorge Barrios (Captain),Uruguay,8,MF, (1961-01-24),53,,Olympiacos,Greece,1986-05-31
Jorge da Silva,Uruguay,9,FW, (1961-12-11),19,,Atlético Madrid,Spain,1986-05-31
Enzo Francescoli,Uruguay,10,FW, (1961-11-12),22,,River Plate,Argentina,1986-05-31
Sergio Santín,Uruguay,11,MF, (1956-08-06),14,,Atlético Nacional,Colombia,1986-05-31
Fernando Alvez,Uruguay,12,GK, (1959-09-04),6,,Peñarol,Uruguay,1986-05-31
César Vega,Uruguay,13,DF, (1959-09-02),7,,Danubio,Uruguay,1986-05-31
Darío Pereyra,Uruguay,14,DF, (1956-10-19),31,,São Paulo,Brazil,1986-05-31
Eliseo Rivero,Uruguay,15,DF, (1957-12-27),6,,Peñarol,Uruguay,1986-05-31
Mario Saralegui,Uruguay,16,MF, (1959-04-24),26,,Peñarol,Uruguay,1986-05-31
José Zalazar,Uruguay,17,MF, (1963-10-26),15,,Peñarol,Uruguay,1986-05-31
Rubén Paz,Uruguay,18,MF, (1959-08-08),22,,Internacional,Brazil,1986-05-31
Venancio Ramos,Uruguay,19,FW, (1959-06-20),36,,Lens,France,1986-05-31
Carlos Aguilera,Uruguay,20,FW, (1964-09-21),38,,Nacional,Uruguay,1986-05-31
Wilmar Cabrera,Uruguay,21,FW, (1959-07-31),24,,Valencia,Spain,1986-05-31
Celso Otero,Uruguay,22,GK, (1958-02-01),0,,Montevideo Wanderers,Uruguay,1986-05-31
