Player,National Team,No.,Pos.,Date of birth (age),Caps,Goals,Club,Club Origin,World Cup start date
Rinat Dasayev,Soviet Union,1,GK, (1957-06-13),58,,Spartak Moscow,Soviet Union,1986-05-31
Volodymyr Bezsonov,Soviet Union,2,DF, (1958-03-05),53,,Dynamo Kyiv,Soviet Union,1986-05-31
Aleksandr Chivadze,Soviet Union,3,DF, (1955-04-08),42,,Dinamo Tbilisi,Soviet Union,1986-05-31
Gennady Morozov,Soviet Union,4,DF, (1962-12-30),9,,Spartak Moscow,Soviet Union,1986-05-31
Anatoliy Demyanenko (Captain),Soviet Union,5,DF, (1959-02-19),46,,Dynamo Kyiv,Soviet Union,1986-05-31
Aleksandr Bubnov,Soviet Union,6,DF, (1955-10-10),32,,Spartak Moscow,Soviet Union,1986-05-31
Ivan Yaremchuk,Soviet Union,7,MF, (1962-03-19),2,,Dynamo Kyiv,Soviet Union,1986-05-31
Pavel Yakovenko,Soviet Union,8,MF, (1964-12-19),1,,Dynamo Kyiv,Soviet Union,1986-05-31
Aleksandr Zavarov,Soviet Union,9,MF, (1961-04-24),7,,Dynamo Kyiv,Soviet Union,1986-05-31
Oleh Kuznetsov,Soviet Union,10,DF, (1963-03-22),5,,Dynamo Kyiv,Soviet Union,1986-05-31
Oleg Blokhin,Soviet Union,11,FW, (1952-11-05),104,,Dynamo Kyiv,Soviet Union,1986-05-31
Andriy Bal,Soviet Union,12,MF, (1958-02-16),17,,Dynamo Kyiv,Soviet Union,1986-05-31
Gennadiy Litovchenko,Soviet Union,13,MF, (1963-09-11),18,,Dnipro Dnipropetrovsk,Soviet Union,1986-05-31
Sergey Rodionov,Soviet Union,14,FW, (1962-09-03),17,,Spartak Moscow,Soviet Union,1986-05-31
Nikolay Larionov,Soviet Union,15,DF, (1957-01-19),15,,Zenit Leningrad,Soviet Union,1986-05-31
Viktor Chanov,Soviet Union,16,GK, (1959-07-21),1,,Dynamo Kyiv,Soviet Union,1986-05-31
Vadym Yevtushenko,Soviet Union,17,MF, (1958-01-01),7,,Dynamo Kyiv,Soviet Union,1986-05-31
Oleh Protasov,Soviet Union,18,FW, (1964-02-04),19,,Dnipro Dnipropetrovsk,Soviet Union,1986-05-31
Igor Belanov,Soviet Union,19,MF, (1960-09-25),4,,Dynamo Kyiv,Soviet Union,1986-05-31
Sergei Aleinikov,Soviet Union,20,MF, (1961-11-07),23,,Dinamo Minsk,Soviet Union,1986-05-31
Vasiliy Rats,Soviet Union,21,MF, (1961-04-25),2,,Dynamo Kyiv,Soviet Union,1986-05-31
Serhiy Krakovskiy,Soviet Union,22,GK, (1960-08-11),0,,Dnipro Dnipropetrovsk,Soviet Union,1986-05-31
