Player,National Team,No.,Pos.,Date of birth (age),Caps,Goals,Club,Club Origin,World Cup start date
Jim Leighton,Scotland,1,GK, (1958-07-24),26,,Aberdeen,Scotland,1986-05-31
Richard Gough,Scotland,2,DF, (1962-04-05),23,,Dundee United,Scotland,1986-05-31
Maurice Malpas,Scotland,3,DF, (1962-08-03),10,,Dundee United,Scotland,1986-05-31
Graeme Souness (Captain),Scotland,4,MF, (1953-05-06),52,,Rangers,Scotland,1986-05-31
Alex McLeish,Scotland,5,DF, (1959-01-21),43,,Aberdeen,Scotland,1986-05-31
Willie Miller,Scotland,6,DF, (1955-05-02),48,,Aberdeen,Scotland,1986-05-31
Gordon Strachan,Scotland,7,MF, (1957-02-09),34,,Manchester United,England,1986-05-31
Roy Aitken,Scotland,8,DF, (1958-11-24),20,,Celtic,Scotland,1986-05-31
Eamonn Bannon,Scotland,9,MF, (1958-04-18),9,,Dundee United,Scotland,1986-05-31
Jim Bett,Scotland,10,MF, (1959-11-25),17,,Aberdeen,Scotland,1986-05-31
Paul McStay,Scotland,11,MF, (1964-10-22),14,,Celtic,Scotland,1986-05-31
Andy Goram,Scotland,12,GK, (1964-04-13),3,,Oldham Athletic,England,1986-05-31
Steve Nicol,Scotland,13,DF, (1961-12-11),8,,Liverpool,England,1986-05-31
David Narey,Scotland,14,DF, (1956-06-12),28,,Dundee United,Scotland,1986-05-31
Arthur Albiston,Scotland,15,DF, (1957-07-14),13,,Manchester United,England,1986-05-31
Frank McAvennie,Scotland,16,FW, (1959-11-22),2,,West Ham United,England,1986-05-31
Steve Archibald,Scotland,17,FW, (1956-09-27),26,,Barcelona,Spain,1986-05-31
Graeme Sharp,Scotland,18,FW, (1960-10-16),6,,Everton,England,1986-05-31
Charlie Nicholas,Scotland,19,FW, (1961-12-30),15,,Arsenal,England,1986-05-31
Paul Sturrock,Scotland,20,FW, (1956-10-10),17,,Dundee United,Scotland,1986-05-31
Davie Cooper,Scotland,21,FW, (1956-02-25),14,,Rangers,Scotland,1986-05-31
Alan Rough,Scotland,22,GK, (1951-11-25),53,,Hibernian,Scotland,1986-05-31
