Player,National Team,No.,Pos.,Date of birth (age),Caps,Goals,Club,Club Origin,World Cup start date
Sepp Maier,West Germany,1,GK, (1944-02-28),19,,Bayern Munich,West Germany,1970-05-31
Horst-Dieter Höttges,West Germany,2,DF, (1943-09-10),39,,Werder Bremen,West Germany,1970-05-31
Karl-Heinz Schnellinger,West Germany,3,DF, (1939-03-31),41,,Milan,Italy,1970-05-31
Franz Beckenbauer,West Germany,4,MF, (1945-09-11),38,,Bayern Munich,West Germany,1970-05-31
Willi Schulz,West Germany,5,DF, (1938-10-04),63,,Hamburger SV,West Germany,1970-05-31
Wolfgang Weber,West Germany,6,MF, (1944-06-26),37,,1. FC Köln,West Germany,1970-05-31
Berti Vogts,West Germany,7,DF, (1946-12-30),24,,Borussia Mönchengladbach,West Germany,1970-05-31
Helmut Haller,West Germany,8,FW, (1939-07-21),32,,Juventus,Italy,1970-05-31
Uwe Seeler (c),West Germany,9,FW, (1936-11-05),65,,Hamburger SV,West Germany,1970-05-31
Sigfried Held,West Germany,10,FW, (1942-08-07),27,,Borussia Dortmund,West Germany,1970-05-31
Klaus Fichtel,West Germany,11,DF, (1944-11-19),13,,Schalke 04,West Germany,1970-05-31
Wolfgang Overath,West Germany,12,MF, (1943-09-29),49,,1. FC Köln,West Germany,1970-05-31
Gerd Müller,West Germany,13,FW, (1945-11-03),19,,Bayern Munich,West Germany,1970-05-31
Reinhard Libuda,West Germany,14,FW, (1943-10-10),15,,Schalke 04,West Germany,1970-05-31
Bernd Patzke,West Germany,15,DF, (1943-03-14),19,,Hertha BSC,West Germany,1970-05-31
Max Lorenz,West Germany,16,MF, (1939-08-19),18,,Eintracht Braunschweig,West Germany,1970-05-31
Hannes Löhr,West Germany,17,FW, (1942-07-05),13,,1. FC Köln,West Germany,1970-05-31
Klaus-Dieter Sieloff,West Germany,18,DF, (1942-02-27),9,,Borussia Mönchengladbach,West Germany,1970-05-31
Peter Dietrich,West Germany,19,MF, (1944-03-06),1,,Borussia Mönchengladbach,West Germany,1970-05-31
Jürgen Grabowski,West Germany,20,FW, (1944-07-07),7,,Eintracht Frankfurt,West Germany,1970-05-31
Manfred Manglitz,West Germany,21,GK, (1940-03-08),4,,1. FC Köln,West Germany,1970-05-31
Horst Wolter,West Germany,22,GK, (1942-06-08),12,,Eintracht Braunschweig,West Germany,1970-05-31
