Player,National Team,No.,Pos.,Date of birth (age),Caps,Goals,Club,Club Origin,World Cup start date
Enrico Albertosi,Italy,1,GK, (1939-11-02),21,,Cagliari,Italy,1970-05-31
Tarcisio Burgnich,Italy,2,DF, (1939-04-25),33,,Internazionale,Italy,1970-05-31
Giacinto Facchetti (c),Italy,3,DF, (1942-07-18),46,,Internazionale,Italy,1970-05-31
Fabrizio Poletti,Italy,4,DF, (1943-07-13),4,,Torino,Italy,1970-05-31
Pierluigi Cera,Italy,5,DF, (1941-02-25),2,,Cagliari,Italy,1970-05-31
Ugo Ferrante,Italy,6,MF, (1945-07-18),1,,Fiorentina,Italy,1970-05-31
Comunardo Niccolai,Italy,7,MF, (1946-12-15),1,,Cagliari,Italy,1970-05-31
Roberto Rosato,Italy,8,DF, (1943-08-18),18,,Milan,Italy,1970-05-31
Giorgio Puia,Italy,9,DF, (1938-03-08),7,,Torino,Italy,1970-05-31
Mario Bertini,Italy,10,MF, (1944-01-07),9,,Internazionale,Italy,1970-05-31
Gigi Riva,Italy,11,FW, (1944-11-07),16,,Cagliari,Italy,1970-05-31
Dino Zoff,Italy,12,GK, (1942-02-28),10,,Napoli,Italy,1970-05-31
Angelo Domenghini,Italy,13,FW, (1941-08-25),22,,Cagliari,Italy,1970-05-31
Gianni Rivera,Italy,14,MF, (1943-08-18),38,,Milan,Italy,1970-05-31
Sandro Mazzola,Italy,15,MF, (1942-11-08),37,,Internazionale,Italy,1970-05-31
Giancarlo De Sisti,Italy,16,MF, (1943-03-13),12,,Fiorentina,Italy,1970-05-31
Lido Vieri,Italy,17,GK, (1939-07-16),4,,Internazionale,Italy,1970-05-31
Antonio Juliano,Italy,18,DF, (1943-01-01),14,,Napoli,Italy,1970-05-31
Sergio Gori,Italy,19,FW, (1946-02-24),0,,Cagliari,Italy,1970-05-31
Roberto Boninsegna,Italy,20,FW, (1943-11-13),1,,Internazionale,Italy,1970-05-31
Giuseppe Furino,Italy,21,DF, (1946-07-05),0,,Juventus,Italy,1970-05-31
Pierino Prati,Italy,22,FW, (1946-12-13),6,,Milan,Italy,1970-05-31
