Player,National Team,No.,Pos.,Date of birth (age),Caps,Goals,Club,Club Origin,World Cup start date
Ivo Viktor,Czechoslovakia,1,GK, (1942-05-21),19,,VTJ Dukla Praha,Czechoslovakia,1970-05-31
Karol Dobiaš,Czechoslovakia,2,DF, (1947-12-18),9,,Spartak TAZ Trnava,Czechoslovakia,1970-05-31
Václav Migas,Czechoslovakia,3,DF, (1944-09-16),4,,TJ Sparta ČKD Praha,Czechoslovakia,1970-05-31
Vladimír Hagara,Czechoslovakia,4,DF, (1943-11-07),10,,Spartak TAZ Trnava,Czechoslovakia,1970-05-31
Alexander Horváth (c),Czechoslovakia,5,DF, (1938-12-28),24,,TJ Slovan CHZJD,Czechoslovakia,1970-05-31
Andrej Kvašňák,Czechoslovakia,6,FW, (1936-05-19),45,,RFC Malinois,Belgium,1970-05-31
Bohumil Veselý,Czechoslovakia,7,MF, (1945-06-18),13,,TJ Sparta ČKD Praha,Czechoslovakia,1970-05-31
Ladislav Petráš,Czechoslovakia,8,FW, (1946-12-01),1,,TJ Internacionál Slovnaft,Czechoslovakia,1970-05-31
Ladislav Kuna,Czechoslovakia,9,MF, (1947-04-03),22,,Spartak TAZ Trnava,Czechoslovakia,1970-05-31
Jozef Adamec,Czechoslovakia,10,FW, (1942-02-26),30,,Spartak TAZ Trnava,Czechoslovakia,1970-05-31
Karol Jokl,Czechoslovakia,11,FW, (1945-08-29),18,,TJ Slovan CHZJD,Czechoslovakia,1970-05-31
Ján Pivarník,Czechoslovakia,12,DF, (1947-11-13),6,,VSS Košice,Czechoslovakia,1970-05-31
Anton Flešár,Czechoslovakia,13,GK, (1944-05-08),1,,Lokomotíva Košice,Czechoslovakia,1970-05-31
Vladimír Hrivnák,Czechoslovakia,14,DF, (1945-04-23),4,,TJ Slovan CHZJD,Czechoslovakia,1970-05-31
Ján Zlocha,Czechoslovakia,15,DF, (1942-03-24),3,,TJ Slovan CHZJD,Czechoslovakia,1970-05-31
Ivan Hrdlička,Czechoslovakia,16,MF, (1943-11-20),13,,TJ Slovan CHZJD,Czechoslovakia,1970-05-31
Jaroslav Pollák,Czechoslovakia,17,MF, (1947-07-11),5,,VSS Košice,Czechoslovakia,1970-05-31
František Veselý,Czechoslovakia,18,MF, (1943-12-07),16,,Slavia Prague,Czechoslovakia,1970-05-31
Josef Jurkanin,Czechoslovakia,19,MF, (1949-03-05),8,,TJ Sparta ČKD Praha,Czechoslovakia,1970-05-31
Milan Albrecht,Czechoslovakia,20,FW, (1950-07-16),2,,Jednota Trenčín,Czechoslovakia,1970-05-31
Ján Čapkovič,Czechoslovakia,21,FW, (1948-01-11),4,,TJ Slovan CHZJD,Czechoslovakia,1970-05-31
Alexander Vencel,Czechoslovakia,22,GK, (1944-02-08),12,,TJ Slovan CHZJD,Czechoslovakia,1970-05-31
