Player,National Team,No.,Pos.,Date of birth (age),Caps,Goals,Club,Club Origin,World Cup start date
Ronnie Hellström,Sweden,1,GK, (1949-02-21),12,,Hammarby IF,Sweden,1970-05-31
Hans Selander,Sweden,2,DF, (1945-03-15),28,,Helsingborgs IF,Sweden,1970-05-31
Kurt Axelsson,Sweden,3,DF, (1941-11-10),22,,Club Brugge,Belgium,1970-05-31
Björn Nordqvist (c),Sweden,4,DF, (1942-10-06),43,,IFK Norrköping,Sweden,1970-05-31
Roland Grip,Sweden,5,DF, (1941-01-01),21,,AIK,Sweden,1970-05-31
Tommy Svensson,Sweden,6,MF, (1945-03-04),23,,Östers IF,Sweden,1970-05-31
Bo Larsson,Sweden,7,MF, (1944-05-05),22,,Malmö FF,Sweden,1970-05-31
Leif Eriksson,Sweden,8,MF, (1942-03-20),40,,Örebro SK,Sweden,1970-05-31
Ove Kindvall,Sweden,9,MF, (1943-05-16),15,,Feyenoord,Netherlands,1970-05-31
Ove Grahn,Sweden,10,MF, (1943-05-09),14,,Grasshopper,Switzerland,1970-05-31
Örjan Persson,Sweden,11,MF, (1942-08-27),28,,Rangers,Scotland,1970-05-31
Sven-Gunnar Larsson,Sweden,12,GK, (1940-05-10),14,,Örebro SK,Sweden,1970-05-31
Claes Cronqvist,Sweden,13,MF, (1944-10-15),2,,Djurgårdens IF,Sweden,1970-05-31
Krister Kristensson,Sweden,14,DF, (1942-07-25),19,,Malmö FF,Sweden,1970-05-31
Leif Målberg,Sweden,15,DF, (1945-09-01),0,,IF Elfsborg,Sweden,1970-05-31
Tomas Nordahl,Sweden,16,FW, (1946-05-24),8,,Anderlecht,Belgium,1970-05-31
Ronney Pettersson,Sweden,17,GK, (1940-04-26),17,,Djurgårdens IF,Sweden,1970-05-31
Tom Turesson,Sweden,18,FW, (1942-05-17),18,,Club Brugge,Belgium,1970-05-31
Göran Nicklasson,Sweden,19,MF, (1942-08-20),4,,IFK Göteborg,Sweden,1970-05-31
Jan Olsson,Sweden,20,DF, (1944-03-18),11,,VfB Stuttgart,Germany,1970-05-31
Inge Ejderstedt,Sweden,21,FW, (1946-12-24),15,,Östers IF,Sweden,1970-05-31
Sten Pålsson,Sweden,22,MF, (1945-12-04),7,,GAIS,Sweden,1970-05-31
